?cls	?xref
<http://purl.obolibrary.org/obo/FBbt_00052702>	"VFB:FBbt_00052702"
<http://purl.obolibrary.org/obo/FBbt_00002576>	"VFB:FBbt_00002576"
<http://purl.obolibrary.org/obo/FBbt_00002700>	"VFB:FBbt_00002700"
<http://purl.obolibrary.org/obo/FBbt_00052655>	"VFB:FBbt_00052655"
<http://purl.obolibrary.org/obo/FBbt_00004186>	"VFB:FBbt_00004186"
<http://purl.obolibrary.org/obo/FBbt_00047874>	"VFB:FBbt_00047874"
<http://purl.obolibrary.org/obo/FBbt_00001506>	"VFB:FBbt_00001506"
<http://purl.obolibrary.org/obo/FBbt_00002277>	"VFB:FBbt_00002277"
<http://purl.obolibrary.org/obo/FBbt_00048913>	"VFB:FBbt_00048913"
<http://purl.obolibrary.org/obo/FBbt_00001459>	"VFB:FBbt_00001459"
<http://purl.obolibrary.org/obo/FBbt_00051882>	"VFB:FBbt_00051882"
<http://purl.obolibrary.org/obo/FBbt_00051030>	"VFB:FBbt_00051030"
<http://purl.obolibrary.org/obo/FBbt_00003827>	"FlyBrain_NDB:10177"
<http://purl.obolibrary.org/obo/FBbt_00003827>	"VFB:FBbt_00003827"
<http://purl.obolibrary.org/obo/FBbt_00002741>	"VFB:FBbt_00002741"
<http://purl.obolibrary.org/obo/FBbt_00100365>	"VFB:FBbt_00100365"
<http://purl.obolibrary.org/obo/FBbt_00051414>	"VFB:FBbt_00051414"
<http://purl.obolibrary.org/obo/FBbt_00004351>	"VFB:FBbt_00004351"
<http://purl.obolibrary.org/obo/FBbt_00052696>	"VFB:FBbt_00052696"
<http://purl.obolibrary.org/obo/FBbt_00005761>	"VFB:FBbt_00005761"
<http://purl.obolibrary.org/obo/FBbt_00005935>	"VFB:FBbt_00005935"
<http://purl.obolibrary.org/obo/FBbt_00004583>	"https://www.ento.csiro.au/biology/drosophila/melanogaster.html?postsutural%20mesonotum"
<http://purl.obolibrary.org/obo/FBbt_00110300>	"VFB:FBbt_00110300"
<http://purl.obolibrary.org/obo/FBbt_00049055>	"VFB:FBbt_00049055"
<http://purl.obolibrary.org/obo/FBbt_00053335>	"VFB:FBbt_00053335"
<http://purl.obolibrary.org/obo/FBbt_00052157>	"VFB:FBbt_00052157"
<http://purl.obolibrary.org/obo/FBbt_00111514>	"VFB:FBbt_00111514"
<http://purl.obolibrary.org/obo/FBbt_00007273>	"VFB:FBbt_00007273"
<http://purl.obolibrary.org/obo/FBbt_00048053>	"VFB:FBbt_00048053"
<http://purl.obolibrary.org/obo/FBbt_00002842>	"VFB:FBbt_00002842"
<http://purl.obolibrary.org/obo/FBbt_00051764>	"VFB:FBbt_00051764"
<http://purl.obolibrary.org/obo/FBbt_00049220>	"VFB:FBbt_00049220"
<http://purl.obolibrary.org/obo/FBbt_00002015>	"VFB:FBbt_00002015"
<http://purl.obolibrary.org/obo/FBbt_00048649>	"VFB:FBbt_00048649"
<http://purl.obolibrary.org/obo/FBbt_00047297>	"VFB:FBbt_00047297"
<http://purl.obolibrary.org/obo/FBbt_00048563>	"VFB:FBbt_00048563"
<http://purl.obolibrary.org/obo/FBbt_00053118>	"VFB:FBbt_00053118"
<http://purl.obolibrary.org/obo/FBbt_00047307>	"VFB:FBbt_00047307"
<http://purl.obolibrary.org/obo/FBbt_00005859>	"VFB:FBbt_00005859"
<http://purl.obolibrary.org/obo/FBbt_00047711>	"VFB:FBbt_00047711"
<http://purl.obolibrary.org/obo/FBbt_00100409>	"VFB:FBbt_00100409"
<http://purl.obolibrary.org/obo/FBbt_00059283>	"VFB:FBbt_00059283"
<http://purl.obolibrary.org/obo/FBbt_00051819>	"VFB:FBbt_00051819"
<http://purl.obolibrary.org/obo/FBbt_20007506>	"VFB:FBbt_20007506"
<http://purl.obolibrary.org/obo/FBbt_00047664>	"VFB:FBbt_00047664"
<http://purl.obolibrary.org/obo/FBbt_00111770>	"VFB:FBbt_00111770"
<http://purl.obolibrary.org/obo/FBbt_00002365>	"VFB:FBbt_00002365"
<http://purl.obolibrary.org/obo/FBbt_00100137>	"VFB:FBbt_00100137"
<http://purl.obolibrary.org/obo/FBbt_00001547>	"VFB:FBbt_00001547"
<http://purl.obolibrary.org/obo/FBbt_00053498>	"VFB:FBbt_00053498"
<http://purl.obolibrary.org/obo/FBbt_00051970>	"VFB:FBbt_00051970"
<http://purl.obolibrary.org/obo/FBbt_00003915>	"FlyBrain_NDB:10180"
<http://purl.obolibrary.org/obo/FBbt_00003915>	"VFB:FBbt_00003915"
<http://purl.obolibrary.org/obo/FBbt_00015011>	"larvalbrain_neuropil:614"
<http://purl.obolibrary.org/obo/FBbt_00015011>	"larvalbrain_neuropil:436"
<http://purl.obolibrary.org/obo/FBbt_00015011>	"VFB:FBbt_00015011"
<http://purl.obolibrary.org/obo/FBbt_00004686>	"https://www.ento.csiro.au/biology/drosophila/melanogaster.html?mesocoxa"
<http://purl.obolibrary.org/obo/FBbt_00110658>	"VFB:FBbt_00110658"
<http://purl.obolibrary.org/obo/FBbt_00052784>	"VFB:FBbt_00052784"
<http://purl.obolibrary.org/obo/FBbt_00003868>	"FlyBrain_NDB:10046"
<http://purl.obolibrary.org/obo/FBbt_00003868>	"VFB:FBbt_00003868"
<http://purl.obolibrary.org/obo/FBbt_00058030>	"VFB:FBbt_00058030"
<http://purl.obolibrary.org/obo/FBbt_00111643>	"VFB:FBbt_00111643"
<http://purl.obolibrary.org/obo/FBbt_00004147>	"VFB:FBbt_00004147"
<http://purl.obolibrary.org/obo/FBbt_00005976>	"VFB:FBbt_00005976"
<http://purl.obolibrary.org/obo/FBbt_00053423>	"VFB:FBbt_00053423"
<http://purl.obolibrary.org/obo/FBbt_00007117>	"VFB:FBbt_00007117"
<http://purl.obolibrary.org/obo/FBbt_00051384>	"VFB:FBbt_00051384"
<http://purl.obolibrary.org/obo/FBbt_00049726>	"VFB:FBbt_00049726"
<http://purl.obolibrary.org/obo/FBbt_00052245>	"VFB:FBbt_00052245"
<http://purl.obolibrary.org/obo/FBbt_00049203>	"VFB:FBbt_00049203"
<http://purl.obolibrary.org/obo/FBbt_00048141>	"FlyBrain_NDB:10380"
<http://purl.obolibrary.org/obo/FBbt_00048141>	"VFB:FBbt_00048141"
<http://purl.obolibrary.org/obo/FBbt_00067034>	"FlyBrain_NDB:10417"
<http://purl.obolibrary.org/obo/FBbt_00067034>	"DoOR:Or69a"
<http://purl.obolibrary.org/obo/FBbt_00067034>	"VFB:FBbt_00067034"
<http://purl.obolibrary.org/obo/FBbt_00052198>	"larvalbrain_axon_tract:1"
<http://purl.obolibrary.org/obo/FBbt_00052198>	"VFB:FBbt_00052198"
<http://purl.obolibrary.org/obo/FBbt_00049679>	"VFB:FBbt_00049679"
<http://purl.obolibrary.org/obo/FBbt_00004906>	"CL:0000671"
<http://purl.obolibrary.org/obo/FBbt_00047563>	"larvalbrain_axon_tract:96"
<http://purl.obolibrary.org/obo/FBbt_00047563>	"VFB:FBbt_00047563"
<http://purl.obolibrary.org/obo/FBbt_00110292>	"VFB:FBbt_00110292"
<http://purl.obolibrary.org/obo/FBbt_00048094>	"FlyBrain_NDB:10352"
<http://purl.obolibrary.org/obo/FBbt_00048094>	"VFB:FBbt_00048094"
<http://purl.obolibrary.org/obo/FBbt_00002883>	"VFB:FBbt_00002883"
<http://purl.obolibrary.org/obo/FBbt_00049177>	"VFB:FBbt_00049177"
<http://purl.obolibrary.org/obo/FBbt_00048737>	"VFB:FBbt_00048737"
<http://purl.obolibrary.org/obo/FBbt_00002430>	"VFB:FBbt_00002430"
<http://purl.obolibrary.org/obo/FBbt_00002078>	"VFB:FBbt_00002078"
<http://purl.obolibrary.org/obo/FBbt_00052363>	"VFB:FBbt_00052363"
<http://purl.obolibrary.org/obo/FBbt_00001607>	"VFB:FBbt_00001607"
<http://purl.obolibrary.org/obo/FBbt_00049016>	"VFB:FBbt_00049016"
<http://purl.obolibrary.org/obo/FBbt_00004424>	"VFB:FBbt_00004424"
<http://purl.obolibrary.org/obo/FBbt_00004046>	"VFB:FBbt_00004046"
<http://purl.obolibrary.org/obo/FBbt_00050236>	"VFB:FBbt_00050236"
<http://purl.obolibrary.org/obo/FBbt_00053206>	"VFB:FBbt_00053206"
<http://purl.obolibrary.org/obo/FBbt_00111271>	"VFB:FBbt_00111271"
<http://purl.obolibrary.org/obo/FBbt_00110124>	"VFB:FBbt_00110124"
<http://purl.obolibrary.org/obo/FBbt_00049102>	"VFB:FBbt_00049102"
<http://purl.obolibrary.org/obo/FBbt_00050189>	"VFB:FBbt_00050189"
<http://purl.obolibrary.org/obo/FBbt_00007373>	"UBERON:6007373"
<http://purl.obolibrary.org/obo/FBbt_00007373>	"VFB:FBbt_00007373"
<http://purl.obolibrary.org/obo/FBbt_00000112>	"UBERON:6000112"
<http://purl.obolibrary.org/obo/FBbt_00110075>	"FlyBrain_NDB:10156"
<http://purl.obolibrary.org/obo/FBbt_00110075>	"VFB:FBbt_00110075"
<http://purl.obolibrary.org/obo/FBbt_00047299>	"VFB:FBbt_00047299"
<http://purl.obolibrary.org/obo/FBbt_00002719>	"VFB:FBbt_00002719"
<http://purl.obolibrary.org/obo/FBbt_00048203>	"VFB:FBbt_00048203"
<http://purl.obolibrary.org/obo/FBbt_20007498>	"VFB:FBbt_20007498"
<http://purl.obolibrary.org/obo/FBbt_00111084>	"VFB:FBbt_00111084"
<http://purl.obolibrary.org/obo/FBbt_00110746>	"UBERON:6110746"
<http://purl.obolibrary.org/obo/GO_0007617>	"Wikipedia:Mating_behaviour"
<http://purl.obolibrary.org/obo/FBbt_00003956>	"VFB:FBbt_00003956"
<http://purl.obolibrary.org/obo/FBbt_00015052>	"larvalbrain_neuropil:532"
<http://purl.obolibrary.org/obo/FBbt_00015052>	"larvalbrain_neuropil:354"
<http://purl.obolibrary.org/obo/FBbt_00015052>	"VFB:FBbt_00015052"
<http://purl.obolibrary.org/obo/FBbt_00048993>	"VFB:FBbt_00048993"
<http://purl.obolibrary.org/obo/FBbt_00051284>	"VFB:FBbt_00051284"
<http://purl.obolibrary.org/obo/FBbt_00048477>	"larvalbrain_axon_tract:52"
<http://purl.obolibrary.org/obo/FBbt_00048477>	"VFB:FBbt_00048477"
<http://purl.obolibrary.org/obo/FBbt_00003657>	"VFB:FBbt_00003657"
<http://purl.obolibrary.org/obo/FBbt_00002353>	"VFB:FBbt_00002353"
<http://purl.obolibrary.org/obo/FBbt_00111731>	"VFB:FBbt_00111731"
<http://purl.obolibrary.org/obo/FBbt_00007490>	"VFB:FBbt_00007490"
<http://purl.obolibrary.org/obo/FBbt_00049767>	"VFB:FBbt_00049767"
<http://purl.obolibrary.org/obo/FBbt_00111684>	"VFB:FBbt_00111684"
<http://purl.obolibrary.org/obo/FBbt_00015093>	"larvalbrain_neuropil:524"
<http://purl.obolibrary.org/obo/FBbt_00015093>	"larvalbrain_neuropil:346"
<http://purl.obolibrary.org/obo/FBbt_00015093>	"VFB:FBbt_00015093"
<http://purl.obolibrary.org/obo/FBbt_00052206>	"VFB:FBbt_00052206"
<http://purl.obolibrary.org/obo/FBbt_00048182>	"VFB:FBbt_00048182"
<http://purl.obolibrary.org/obo/FBbt_00051577>	"VFB:FBbt_00051577"
<http://purl.obolibrary.org/obo/FBbt_00003698>	"VFB:FBbt_00003698"
<http://purl.obolibrary.org/obo/FBbt_00048866>	"VFB:FBbt_00048866"
<http://purl.obolibrary.org/obo/FBbt_00111709>	"VFB:FBbt_00111709"
<http://purl.obolibrary.org/obo/FBbt_00110952>	"VFB:FBbt_00110952"
<http://purl.obolibrary.org/obo/FBbt_00047823>	"VFB:FBbt_00047823"
<http://purl.obolibrary.org/obo/FBbt_00052451>	"VFB:FBbt_00052451"
<http://purl.obolibrary.org/obo/FBbt_00001293>	"VFB:FBbt_00001293"
<http://purl.obolibrary.org/obo/FBbt_00067022>	"VFB:FBbt_00067022"
<http://purl.obolibrary.org/obo/FBbt_00052828>	"VFB:FBbt_00052828"
<http://purl.obolibrary.org/obo/FBbt_00002226>	"VFB:FBbt_00002226"
<http://purl.obolibrary.org/obo/FBbt_00007547>	"VFB:FBbt_00007547"
<http://purl.obolibrary.org/obo/FBbt_00047776>	"VFB:FBbt_00047776"
<http://purl.obolibrary.org/obo/FBbt_00053519>	"VFB:FBbt_00053519"
<http://purl.obolibrary.org/obo/FBbt_00051831>	"VFB:FBbt_00051831"
<http://purl.obolibrary.org/obo/FBbt_00004087>	"VFB:FBbt_00004087"
<http://purl.obolibrary.org/obo/FBbt_00050277>	"FlyBrain_NDB:10569"
<http://purl.obolibrary.org/obo/FBbt_00050277>	"VFB:FBbt_00050277"
<http://purl.obolibrary.org/obo/FBbt_00047477>	"VFB:FBbt_00047477"
<http://purl.obolibrary.org/obo/FBbt_00111467>	"VFB:FBbt_00111467"
<http://purl.obolibrary.org/obo/FBbt_00110163>	"VFB:FBbt_00110163"
<http://purl.obolibrary.org/obo/FBbt_00050025>	"VFB:FBbt_00050025"
<http://purl.obolibrary.org/obo/FBbt_00100538>	"VFB:FBbt_00100538"
<http://purl.obolibrary.org/obo/FBbt_00047387>	"VFB:FBbt_00047387"
<http://purl.obolibrary.org/obo/FBbt_00052869>	"VFB:FBbt_00052869"
<http://purl.obolibrary.org/obo/FBbt_00003728>	"FlyBrain_NDB:10116"
<http://purl.obolibrary.org/obo/FBbt_00003728>	"VFB:FBbt_00003728"
<http://purl.obolibrary.org/obo/FBbt_00052346>	"VFB:FBbt_00052346"
<http://purl.obolibrary.org/obo/FBbt_00048242>	"VFB:FBbt_00048242"
<http://purl.obolibrary.org/obo/FBbt_00111172>	"VFB:FBbt_00111172"
<http://purl.obolibrary.org/obo/FBbt_00111232>	"VFB:FBbt_00111232"
<http://purl.obolibrary.org/obo/FBbt_00007446>	"VFB:FBbt_00007446"
<http://purl.obolibrary.org/obo/FBbt_00100579>	"VFB:FBbt_00100579"
<http://purl.obolibrary.org/obo/FBbt_00051372>	"VFB:FBbt_00051372"
<http://purl.obolibrary.org/obo/FBbt_00049939>	"VFB:FBbt_00049939"
<http://purl.obolibrary.org/obo/FBbt_00048565>	"VFB:FBbt_00048565"
<http://purl.obolibrary.org/obo/FBbt_00040035>	"VFB:FBbt_00040035"
<http://purl.obolibrary.org/obo/FBbt_00051907>	"VFB:FBbt_00051907"
<http://purl.obolibrary.org/obo/FBbt_00047198>	"VFB:FBbt_00047198"
<http://purl.obolibrary.org/obo/FBbt_00110094>	"VFB:FBbt_00110094"
<http://purl.obolibrary.org/obo/FBbt_00048954>	"VFB:FBbt_00048954"
<http://purl.obolibrary.org/obo/FBbt_00100196>	"VFB:FBbt_00100196"
<http://purl.obolibrary.org/obo/FBbt_00004237>	"VFB:FBbt_00004237"
<http://purl.obolibrary.org/obo/FBbt_00051455>	"VFB:FBbt_00051455"
<http://purl.obolibrary.org/obo/FBbt_00004392>	"VFB:FBbt_00004392"
<http://purl.obolibrary.org/obo/FBbt_00002314>	"VFB:FBbt_00002314"
<http://purl.obolibrary.org/obo/FBbt_00110993>	"VFB:FBbt_00110993"
<http://purl.obolibrary.org/obo/FBbt_00052490>	"VFB:FBbt_00052490"
<http://purl.obolibrary.org/obo/FBbt_00047612>	"VFB:FBbt_00047612"
<http://purl.obolibrary.org/obo/FBbt_00110341>	"VFB:FBbt_00110341"
<http://purl.obolibrary.org/obo/FBbt_00100206>	"VFB:FBbt_00100206"
<http://purl.obolibrary.org/obo/FBbt_00100610>	"VFB:FBbt_00100610"
<http://purl.obolibrary.org/obo/FBbt_00047565>	"VFB:FBbt_00047565"
<http://purl.obolibrary.org/obo/FBbt_00051872>	"VFB:FBbt_00051872"
<http://purl.obolibrary.org/obo/FBbt_00059273>	"VFB:FBbt_00059273"
<http://purl.obolibrary.org/obo/FBbt_00001848>	"UBERON:6001848"
<http://purl.obolibrary.org/obo/FBbt_00051620>	"VFB:FBbt_00051620"
<http://purl.obolibrary.org/obo/FBbt_00007429>	"VFB:FBbt_00007429"
<http://purl.obolibrary.org/obo/FBbt_00053488>	"VFB:FBbt_00053488"
<http://purl.obolibrary.org/obo/FBbt_00052434>	"VFB:FBbt_00052434"
<http://purl.obolibrary.org/obo/FBbt_00004587>	"https://www.ento.csiro.au/biology/drosophila/melanogaster.html?scutellum"
<http://purl.obolibrary.org/obo/FBbt_00002432>	"VFB:FBbt_00002432"
<http://purl.obolibrary.org/obo/FBbt_00110559>	"FlyBrain_NDB:10562"
<http://purl.obolibrary.org/obo/FBbt_00110559>	"VFB:FBbt_00110559"
<http://purl.obolibrary.org/obo/FBbt_00049261>	"VFB:FBbt_00049261"
<http://purl.obolibrary.org/obo/FBbt_00048330>	"VFB:FBbt_00048330"
<http://purl.obolibrary.org/obo/FBbt_00003769>	"FlyBrain_NDB:10082"
<http://purl.obolibrary.org/obo/FBbt_00003769>	"VFB:FBbt_00003769"
<http://purl.obolibrary.org/obo/FBbt_00111320>	"VFB:FBbt_00111320"
<http://purl.obolibrary.org/obo/FBbt_00004048>	"VFB:FBbt_00004048"
<http://purl.obolibrary.org/obo/FBbt_00007011>	"UBERON:0003100"
<http://purl.obolibrary.org/obo/FBbt_00007011>	"CARO:0000028"
<http://purl.obolibrary.org/obo/FBbt_00002166>	"VFB:FBbt_00002166"
<http://purl.obolibrary.org/obo/FBbt_00049104>	"VFB:FBbt_00049104"
<http://purl.obolibrary.org/obo/FBbt_00053130>	"VFB:FBbt_00053130"
<http://purl.obolibrary.org/obo/FBbt_00052099>	"VFB:FBbt_00052099"
<http://purl.obolibrary.org/obo/FBbt_00047348>	"VFB:FBbt_00047348"
<http://purl.obolibrary.org/obo/FBbt_00110077>	"VFB:FBbt_00110077"
<http://purl.obolibrary.org/obo/FBbt_00005667>	"VFB:FBbt_00005667"
<http://purl.obolibrary.org/obo/FBbt_00100462>	"VFB:FBbt_00100462"
<http://purl.obolibrary.org/obo/FBbt_00047270>	"VFB:FBbt_00047270"
<http://purl.obolibrary.org/obo/FBbt_00067054>	"FlyBrain_NDB:10405"
<http://purl.obolibrary.org/obo/FBbt_00067054>	"DoOR:ab5B"
<http://purl.obolibrary.org/obo/FBbt_00067054>	"DoOR:Or47a"
<http://purl.obolibrary.org/obo/FBbt_00067054>	"DoOR:Or33b"
<http://purl.obolibrary.org/obo/FBbt_00067054>	"VFB:FBbt_00067054"
<http://purl.obolibrary.org/obo/FBbt_00100129>	"VFB:FBbt_00100129"
<http://purl.obolibrary.org/obo/FBbt_00001588>	"VFB:FBbt_00001588"
<http://purl.obolibrary.org/obo/FBbt_00004325>	"VFB:FBbt_00004325"
<http://purl.obolibrary.org/obo/FBbt_00048995>	"VFB:FBbt_00048995"
<http://purl.obolibrary.org/obo/FBbt_00050137>	"FlyBrain_NDB:10545"
<http://purl.obolibrary.org/obo/FBbt_00050137>	"VFB:FBbt_00050137"
<http://purl.obolibrary.org/obo/FBbt_00051061>	"VFB:FBbt_00051061"
<http://purl.obolibrary.org/obo/FBbt_00048428>	"VFB:FBbt_00048428"
<http://purl.obolibrary.org/obo/FBbt_20001434>	"VFB:FBbt_20001434"
<http://purl.obolibrary.org/obo/FBbt_00002355>	"VFB:FBbt_00002355"
<http://purl.obolibrary.org/obo/FBbt_00049356>	"VFB:FBbt_00049356"
<http://purl.obolibrary.org/obo/FBbt_00002839>	"VFB:FBbt_00002839"
<http://purl.obolibrary.org/obo/FBbt_00051960>	"VFB:FBbt_00051960"
<http://purl.obolibrary.org/obo/FBbt_00002604>	"VFB:FBbt_00002604"
<http://purl.obolibrary.org/obo/FBbt_00001520>	"VFB:FBbt_00001520"
<http://purl.obolibrary.org/obo/FBbt_00100651>	"larvalbrain_axon_tract:115"
<http://purl.obolibrary.org/obo/FBbt_00100651>	"larvalbrain_axon_tract:114"
<http://purl.obolibrary.org/obo/FBbt_00100651>	"VFB:FBbt_00100651"
<http://purl.obolibrary.org/obo/FBbt_00052130>	"VFB:FBbt_00052130"
<http://purl.obolibrary.org/obo/FBbt_00051661>	"VFB:FBbt_00051661"
<http://purl.obolibrary.org/obo/FBbt_00003841>	"FlyBrain_NDB:10037"
<http://purl.obolibrary.org/obo/FBbt_00003841>	"VFB:FBbt_00003841"
<http://purl.obolibrary.org/obo/FBbt_00047039>	"VFB:FBbt_00047039"
<http://purl.obolibrary.org/obo/FBbt_00003606>	"VFB:FBbt_00003606"
<http://purl.obolibrary.org/obo/FBbt_00002520>	"VFB:FBbt_00002520"
<http://purl.obolibrary.org/obo/FBbt_20007612>	"VFB:FBbt_20007612"
<http://purl.obolibrary.org/obo/FBbt_00048778>	"VFB:FBbt_00048778"
<http://purl.obolibrary.org/obo/FBbt_00002471>	"VFB:FBbt_00002471"
<http://purl.obolibrary.org/obo/FBbt_00111633>	"VFB:FBbt_00111633"
<http://purl.obolibrary.org/obo/FBbt_00067024>	"VFB:FBbt_00067024"
<http://purl.obolibrary.org/obo/FBbt_00051526>	"VFB:FBbt_00051526"
<http://purl.obolibrary.org/obo/FBbt_00110437>	"VFB:FBbt_00110437"
<http://purl.obolibrary.org/obo/FBbt_00049417>	"VFB:FBbt_00049417"
<http://purl.obolibrary.org/obo/FBbt_00052640>	"VFB:FBbt_00052640"
<http://purl.obolibrary.org/obo/FBbt_00049167>	"VFB:FBbt_00049167"
<http://purl.obolibrary.org/obo/FBbt_00111674>	"VFB:FBbt_00111674"
<http://purl.obolibrary.org/obo/FBbt_00047389>	"VFB:FBbt_00047389"
<http://purl.obolibrary.org/obo/FBbt_00100550>	"VFB:FBbt_00100550"
<http://purl.obolibrary.org/obo/FBbt_00001256>	"VFB:FBbt_00001256"
<http://purl.obolibrary.org/obo/FBbt_00051567>	"VFB:FBbt_00051567"
<http://purl.obolibrary.org/obo/FBbt_00049458>	"VFB:FBbt_00049458"
<http://purl.obolibrary.org/obo/FBbt_00003812>	"FlyBrain_NDB:10149"
<http://purl.obolibrary.org/obo/FBbt_00003812>	"VFB:FBbt_00003812"
<http://purl.obolibrary.org/obo/FBbt_00052505>	"VFB:FBbt_00052505"
<http://purl.obolibrary.org/obo/FBbt_00007698>	"VFB:FBbt_00007698"
<http://purl.obolibrary.org/obo/FBbt_00047426>	"VFB:FBbt_00047426"
<http://purl.obolibrary.org/obo/FBbt_00111416>	"VFB:FBbt_00111416"
<http://purl.obolibrary.org/obo/FBbt_00002127>	"VFB:FBbt_00002127"
<http://purl.obolibrary.org/obo/FBbt_00007448>	"FlyBrain_NDB:10503"
<http://purl.obolibrary.org/obo/FBbt_00007448>	"VFB:FBbt_00007448"
<http://purl.obolibrary.org/obo/FBbt_00100722>	"larvalbrain_axon_tract:136"
<http://purl.obolibrary.org/obo/FBbt_00100722>	"larvalbrain_axon_tract:135"
<http://purl.obolibrary.org/obo/FBbt_00100722>	"VFB:FBbt_00100722"
<http://purl.obolibrary.org/obo/FBbt_00051309>	"VFB:FBbt_00051309"
<http://purl.obolibrary.org/obo/FBbt_00052818>	"VFB:FBbt_00052818"
<http://purl.obolibrary.org/obo/FBbt_00051732>	"VFB:FBbt_00051732"
<http://purl.obolibrary.org/obo/FBbt_00049534>	"VFB:FBbt_00049534"
<http://purl.obolibrary.org/obo/FBbt_00053589>	"VFB:FBbt_00053589"
<http://purl.obolibrary.org/obo/FBbt_00100423>	"DoOR:Or33a"
<http://purl.obolibrary.org/obo/FBbt_00100423>	"VFB:FBbt_00100423"
<http://purl.obolibrary.org/obo/FBbt_00058032>	"VFB:FBbt_00058032"
<http://purl.obolibrary.org/obo/FBbt_00052546>	"VFB:FBbt_00052546"
<http://purl.obolibrary.org/obo/FBbt_00047467>	"VFB:FBbt_00047467"
<http://purl.obolibrary.org/obo/FBbt_00053070>	"VFB:FBbt_00053070"
<http://purl.obolibrary.org/obo/FBbt_00049373>	"VFB:FBbt_00049373"
<http://purl.obolibrary.org/obo/FBbt_00111290>	"VFB:FBbt_00111290"
<http://purl.obolibrary.org/obo/FBbt_00002645>	"VFB:FBbt_00002645"
<http://purl.obolibrary.org/obo/FBbt_00052247>	"VFB:FBbt_00052247"
<http://purl.obolibrary.org/obo/FBbt_00100286>	"VFB:FBbt_00100286"
<http://purl.obolibrary.org/obo/FBbt_00100690>	"larvalbrain_axon_tract:171"
<http://purl.obolibrary.org/obo/FBbt_00100690>	"VFB:FBbt_00100690"
<http://purl.obolibrary.org/obo/FBbt_00048634>	"VFB:FBbt_00048634"
<http://purl.obolibrary.org/obo/FBbt_00058097>	"VFB:FBbt_00058097"
<http://purl.obolibrary.org/obo/FBbt_00052711>	"VFB:FBbt_00052711"
<http://purl.obolibrary.org/obo/FBbt_00051022>	"VFB:FBbt_00051022"
<http://purl.obolibrary.org/obo/FBbt_00047632>	"VFB:FBbt_00047632"
<http://purl.obolibrary.org/obo/FBbt_00001303>	"VFB:FBbt_00001303"
<http://purl.obolibrary.org/obo/FBbt_00049317>	"VFB:FBbt_00049317"
<http://purl.obolibrary.org/obo/FBbt_00002686>	"VFB:FBbt_00002686"
<http://purl.obolibrary.org/obo/FBbt_00002812>	"VFB:FBbt_00002812"
<http://purl.obolibrary.org/obo/FBbt_00049505>	"VFB:FBbt_00049505"
<http://purl.obolibrary.org/obo/FBbt_00015003>	"larvalbrain_neuropil:544"
<http://purl.obolibrary.org/obo/FBbt_00015003>	"larvalbrain_neuropil:366"
<http://purl.obolibrary.org/obo/FBbt_00015003>	"VFB:FBbt_00015003"
<http://purl.obolibrary.org/obo/FBbt_00001616>	"VFB:FBbt_00001616"
<http://purl.obolibrary.org/obo/FBbt_00005117>	"GO:0098986"
<http://purl.obolibrary.org/obo/FBbt_00005117>	"VFB:FBbt_00005117"
<http://purl.obolibrary.org/obo/FBbt_00047982>	"VFB:FBbt_00047982"
<http://purl.obolibrary.org/obo/FBbt_00100097>	"VFB:FBbt_00100097"
<http://purl.obolibrary.org/obo/FBbt_20007526>	"VFB:FBbt_20007526"
<http://purl.obolibrary.org/obo/FBbt_00005871>	"VFB:FBbt_00005871"
<http://purl.obolibrary.org/obo/FBbt_00047514>	"VFB:FBbt_00047514"
<http://purl.obolibrary.org/obo/FBbt_00110410>	"VFB:FBbt_00110410"
<http://purl.obolibrary.org/obo/FBbt_00048890>	"VFB:FBbt_00048890"
<http://purl.obolibrary.org/obo/FBbt_00050250>	"FlyBrain_NDB:10611"
<http://purl.obolibrary.org/obo/FBbt_00050250>	"VFB:FBbt_00050250"
<http://purl.obolibrary.org/obo/FBbt_00111457>	"VFB:FBbt_00111457"
<http://purl.obolibrary.org/obo/FBbt_00002168>	"VFB:FBbt_00002168"
<http://purl.obolibrary.org/obo/FBbt_00001966>	"VFB:FBbt_00001966"
<http://purl.obolibrary.org/obo/FBbt_00007487>	"VFB:FBbt_00007487"
<http://purl.obolibrary.org/obo/FBbt_00100763>	"VFB:FBbt_00100763"
<http://purl.obolibrary.org/obo/FBbt_00100511>	"VFB:FBbt_00100511"
<http://purl.obolibrary.org/obo/FBbt_00052859>	"VFB:FBbt_00052859"
<http://purl.obolibrary.org/obo/FBbt_00049573>	"VFB:FBbt_00049573"
<http://purl.obolibrary.org/obo/FBbt_00051773>	"VFB:FBbt_00051773"
<http://purl.obolibrary.org/obo/FBbt_00002090>	"VFB:FBbt_00002090"
<http://purl.obolibrary.org/obo/FBbt_00048179>	"VFB:FBbt_00048179"
<http://purl.obolibrary.org/obo/FBbt_00005060>	"UBERON:0002323"
<http://purl.obolibrary.org/obo/FBbt_00047555>	"VFB:FBbt_00047555"
<http://purl.obolibrary.org/obo/FBbt_00049008>	"VFB:FBbt_00049008"
<http://purl.obolibrary.org/obo/FBbt_00100464>	"VFB:FBbt_00100464"
<http://purl.obolibrary.org/obo/FBbt_00003880>	"FlyBrain_NDB:10065"
<http://purl.obolibrary.org/obo/FBbt_00003880>	"VFB:FBbt_00003880"
