type	class	hemilineage	systematicType	subclass	somaNeuromere	birthtime	celltypePredictedNt	count(n)	common_target	common_origin	common_entryNerve	common_exitNerve	common_longTract
IN05B036	{'intrinsic neuron'}	{'05B'}	{'IN05B036'}	{'BI'}	{'T2'}	{'secondary'}	{'gaba'}	2	{None}	{'multi'}	{None}	{None}	{None}
IN05B037	{'intrinsic neuron'}	{'05B'}	{'IN05B037'}	{'BI'}	{'T3'}	{'secondary'}	{'gaba'}	2	{'multi'}	{'multi'}	{None}	{None}	{None}
IN05B038	{'intrinsic neuron'}	{'05B'}	{'IN05B038'}	{'BI'}	{'A1'}	{'secondary'}	{'gaba'}	2	{None}	{'LegNpT3', 'Ov'}	{None}	{None}	{None}
IN05B039	{'intrinsic neuron'}	{'05B'}	{'IN05B039'}	{'BI'}	{'T3'}	{'secondary'}	{'gaba'}	2	{'LegNpT3', 'ANm'}	{'LegNpT3'}	{None}	{None}	{None}
IN05B041	{'intrinsic neuron'}	{'05B'}	{'IN05B041'}	{'BI'}	{'T3'}	{'secondary'}	{'gaba'}	2	{'ANm'}	{'LegNpT3'}	{None}	{None}	{None}
IN05B042	{'intrinsic neuron'}	{'05B'}	{'IN05B042'}	{'BI'}	{'A2', 'A1'}	{'secondary'}	{'gaba'}	4	{'multi'}	{None}	{None}	{None}	{None}
IN05B043	{'intrinsic neuron'}	{'05B'}	{'IN05B043'}	{'BR'}	{'T3'}	{'secondary'}	{'gaba'}	2	{'LegNpT3'}	{'LegNpT3'}	{None}	{None}	{None}
IN05B055	{'intrinsic neuron'}	{'05B'}	{'IN05B055'}	{'BI'}	{'T3'}	{'secondary'}	{'gaba'}	2	{'multi'}	{'multi'}	{None}	{None}	{None}
IN05B061	{'intrinsic neuron'}	{'05B'}	{'IN05B061'}	{'BI'}	{'T2'}	{'secondary'}	{'gaba'}	2	{'LTct'}	{'LTct', 'LegNpT2'}	{None}	{None}	{None}
IN05B064	{'intrinsic neuron'}	{'05B'}	{'IN05B064'}	{'BI'}	{'T2'}	{'secondary'}	{'gaba'}	4	{None}	{'LegNpT2'}	{None}	{None}	{None}
IN05B065	{'intrinsic neuron'}	{'05B'}	{'IN05B065'}	{'BI'}	{'T2', 'T1'}	{'secondary'}	{'gaba'}	4	{'LTct'}	{None}	{None}	{None}	{None}
IN05B066	{'intrinsic neuron'}	{'05B'}	{'IN05B066'}	{'BI'}	{'T2'}	{'secondary'}	{'gaba'}	4	{'multi'}	{'multi'}	{None}	{None}	{None}
IN05B070	{'intrinsic neuron'}	{'05B'}	{'IN05B070'}	{'BI'}	{'T3'}	{'secondary'}	{'gaba'}	6	{'multi'}	{None}	{None}	{None}	{None}
IN05B073	{'intrinsic neuron'}	{'05B'}	{'IN05B073'}	{'BI'}	{'T2'}	{'secondary'}	{'gaba'}	4	{'multi'}	{'multi'}	{None}	{None}	{None}
IN05B074	{'intrinsic neuron'}	{'05B'}	{'IN05B074'}	{'BI'}	{'T2'}	{'secondary'}	{'gaba'}	2	{'multi'}	{'multi'}	{None}	{None}	{None}
IN05B075	{'intrinsic neuron'}	{'05B'}	{'IN05B075'}	{'BI'}	{'T2', 'T1'}	{'secondary'}	{'gaba'}	4	{'multi'}	{'multi'}	{None}	{None}	{None}
