type	class	hemilineage	systematicType	subclass	somaNeuromere	birthtime	celltypePredictedNt	count(n)	common_target	common_origin	common_entryNerve	common_exitNerve	common_longTract
INXXX073	{'intrinsic neuron'}	{None}	{'INXXX073'}	{'BI'}	{'A1'}	{'primary'}	{'acetylcholine'}	2	{'LegNpT3'}	{'LegNpT3', 'ANm'}	{None}	{None}	{None}
INXXX076	{'intrinsic neuron'}	{None}	{'INXXX076'}	{'BI'}	{'T2'}	{'primary'}	{'acetylcholine'}	2	{'multi'}	{None}	{None}	{None}	{None}
INXXX077	{'intrinsic neuron'}	{None}	{'INXXX077'}	{'BR'}	{'A9'}	{'primary'}	{'acetylcholine'}	2	{'ANm'}	{'ANm'}	{None}	{None}	{None}
INXXX078	{'intrinsic neuron'}	{None}	{'INXXX078'}	{'II'}	{'T3', 'A1'}	{'primary'}	{'gaba'}	4	{'Ov'}	{'Ov'}	{None}	{None}	{None}
INXXX083	{'intrinsic neuron'}	{None}	{'INXXX083'}	{'BR'}	{'T2'}	{'primary'}	{'acetylcholine'}	2	{'LegNpT2'}	{'LegNpT2'}	{None}	{None}	{None}
INXXX084	{'intrinsic neuron'}	{None}	{'INXXX084'}	{'BI'}	{'A6'}	{'primary'}	{'acetylcholine'}	4	{'multi'}	{'ANm'}	{None}	{None}	{None}
INXXX087	{'intrinsic neuron'}	{None}	{'INXXX087'}	{'BI'}	{'A6'}	{'primary'}	{'acetylcholine'}	2	{'LegNpT3', 'ANm'}	{'ANm'}	{None}	{None}	{None}
INXXX089	{'intrinsic neuron'}	{None}	{'INXXX089'}	{'BI'}	{'T1'}	{'primary'}	{'acetylcholine'}	2	{'LegNpT1'}	{'IntTct', 'LegNpT1'}	{None}	{None}	{None}
INXXX091	{'intrinsic neuron'}	{None}	{'INXXX091'}	{'BI'}	{'A1'}	{'primary'}	{'acetylcholine'}	2	{'LegNpT3', 'LegNpT2'}	{'LegNp'}	{None}	{None}	{None}
INXXX095	{'intrinsic neuron'}	{None}	{'INXXX095'}	{'BI'}	{'A1'}	{'primary'}	{'acetylcholine'}	4	{'multi'}	{'multi'}	{None}	{None}	{None}
INXXX096	{'intrinsic neuron'}	{None}	{'INXXX096'}	{'BI'}	{'A3', 'A4'}	{'primary'}	{'acetylcholine'}	4	{None}	{'ANm'}	{None}	{None}	{None}
INXXX100	{'intrinsic neuron'}	{None}	{'INXXX100'}	{'BI'}	{'A5', 'A7', 'A6'}	{'primary'}	{'acetylcholine'}	6	{'LegNpT3', 'ANm'}	{'ANm'}	{None}	{None}	{None}
INXXX101	{'intrinsic neuron'}	{None}	{'INXXX101'}	{'BI'}	{'A1'}	{'primary'}	{'acetylcholine'}	2	{'LegNp'}	{None}	{None}	{None}	{None}
INXXX104	{'intrinsic neuron'}	{None}	{'INXXX104'}	{'BI'}	{'A1'}	{'primary'}	{'acetylcholine'}	2	{'LegNp'}	{'LegNpT3', 'ANm'}	{None}	{None}	{None}
INXXX107	{'intrinsic neuron'}	{None}	{'INXXX107'}	{'BI'}	{'A1'}	{'primary'}	{'acetylcholine'}	2	{'LegNpT3', 'LegNpT2'}	{'LegNpT3', 'ANm'}	{None}	{None}	{None}
INXXX110	{'intrinsic neuron'}	{None}	{'INXXX110'}	{'BI'}	{'A1', 'A2'}	{'primary'}	{'gaba'}	4	{None}	{'multi'}	{None}	{None}	{None}
INXXX111	{'intrinsic neuron'}	{None}	{'INXXX111'}	{'BI'}	{'A2'}	{'primary'}	{'acetylcholine'}	2	{'ANm'}	{'multi'}	{None}	{None}	{None}
INXXX112	{'intrinsic neuron'}	{None}	{'INXXX112'}	{'BI'}	{'T3'}	{'primary'}	{'acetylcholine'}	2	{'LegNpT3'}	{'multi'}	{None}	{None}	{None}
INXXX114	{'intrinsic neuron'}	{None}	{'INXXX114'}	{'BI'}	{'A3'}	{'primary'}	{'acetylcholine'}	2	{'LegNp'}	{'ANm'}	{None}	{None}	{None}
INXXX115	{'intrinsic neuron'}	{None}	{'INXXX115'}	{'BI'}	{'A1'}	{'primary'}	{'acetylcholine'}	2	{'LegNpT3'}	{'LegNpT3'}	{None}	{None}	{None}
INXXX119	{'intrinsic neuron'}	{None}	{'INXXX119'}	{'BI'}	{'A1'}	{'primary'}	{'gaba'}	2	{None}	{None}	{None}	{None}	{None}
INXXX121	{'intrinsic neuron'}	{None}	{'INXXX121'}	{'BI'}	{'A1'}	{'secondary'}	{'acetylcholine'}	2	{'ANm'}	{'LegNpT3', 'ANm'}	{None}	{None}	{None}
INXXX122	{'intrinsic neuron'}	{None}	{'INXXX122'}	{'BI'}	{'A3', 'A2'}	{'primary'}	{'acetylcholine'}	4	{None}	{'ANm'}	{None}	{None}	{None}
INXXX124	{'intrinsic neuron'}	{None}	{'INXXX124'}	{'BI'}	{'A8'}	{'primary'}	{'gaba'}	2	{'ANm'}	{'ANm'}	{None}	{None}	{None}
INXXX126	{'intrinsic neuron'}	{None}	{'INXXX126'}	{'II'}	{'A5', 'A6'}	{'primary'}	{'acetylcholine'}	8	{None}	{'ANm'}	{None}	{None}	{None}
INXXX129	{'intrinsic neuron'}	{None}	{'INXXX129'}	{'BI'}	{'A2'}	{'primary'}	{'acetylcholine'}	2	{'multi'}	{'multi'}	{None}	{None}	{None}
INXXX133	{'intrinsic neuron'}	{None}	{'INXXX133'}	{'BI'}	{'A1'}	{'primary'}	{'acetylcholine'}	2	{'multi'}	{'HTct', 'LegNpT3'}	{None}	{None}	{None}
INXXX134	{'intrinsic neuron'}	{None}	{'INXXX134'}	{'BI'}	{'T2'}	{'primary'}	{'acetylcholine'}	2	{'LegNp'}	{'multi'}	{None}	{None}	{None}
INXXX135	{'intrinsic neuron'}	{None}	{'INXXX135'}	{'BR'}	{'T1'}	{'primary'}	{'gaba'}	2	{'LegNpT1'}	{'LegNpT1'}	{None}	{None}	{None}
INXXX137	{'intrinsic neuron'}	{None}	{'INXXX137'}	{'BR'}	{'A8'}	{'primary'}	{'acetylcholine'}	2	{'ANm'}	{'ANm'}	{None}	{None}	{None}
INXXX138	{'intrinsic neuron'}	{None}	{'INXXX138'}	{'BI'}	{'A1'}	{'primary'}	{'acetylcholine'}	2	{'HTct', 'WTct'}	{'Tct'}	{None}	{None}	{None}
INXXX140	{'intrinsic neuron'}	{None}	{'INXXX140'}	{'IR'}	{'T3'}	{'primary'}	{'gaba'}	2	{'LegNpT3'}	{'LegNpT3'}	{None}	{None}	{None}
INXXX142	{'intrinsic neuron'}	{None}	{'INXXX142'}	{'CI'}	{'A2'}	{'primary'}	{'acetylcholine'}	2	{'HTct', 'WTct'}	{'HTct', 'WTct'}	{None}	{None}	{None}
INXXX143	{'intrinsic neuron'}	{None}	{'INXXX143'}	{'II'}	{'A1'}	{'secondary'}	{'acetylcholine'}	2	{'multi'}	{'LegNpT3', 'ANm'}	{None}	{None}	{None}
INXXX146	{'intrinsic neuron'}	{None}	{'INXXX146'}	{'BI'}	{'A1'}	{'primary'}	{'gaba'}	2	{'multi'}	{'multi'}	{None}	{None}	{None}
INXXX147	{'intrinsic neuron'}	{None}	{'INXXX147'}	{'BR'}	{'A1'}	{'primary'}	{'acetylcholine'}	2	{'LegNpT3'}	{'LegNpT3'}	{None}	{None}	{None}
INXXX149	{'intrinsic neuron'}	{None}	{'INXXX149'}	{'BR'}	{'A9', 'A8', 'A7'}	{'primary'}	{'acetylcholine'}	6	{'ANm'}	{'ANm'}	{None}	{None}	{None}
INXXX153	{'intrinsic neuron'}	{None}	{'INXXX153'}	{'BI'}	{'A1'}	{'primary'}	{'acetylcholine'}	2	{'multi'}	{None}	{None}	{None}	{None}
INXXX158	{'intrinsic neuron'}	{None}	{'INXXX158'}	{'BR'}	{'A9'}	{'primary'}	{'gaba'}	2	{'ANm'}	{'ANm'}	{None}	{None}	{None}
INXXX159	{'intrinsic neuron'}	{None}	{'INXXX159'}	{'BI'}	{'A1'}	{'primary'}	{'acetylcholine'}	2	{'ANm'}	{'LegNpT3', 'ANm'}	{None}	{None}	{None}
INXXX161	{'intrinsic neuron'}	{None}	{'INXXX161'}	{'BI'}	{'A3', 'A4'}	{'primary'}	{'gaba'}	4	{'LegNpT1', 'LegNpT2'}	{'ANm'}	{None}	{None}	{None}
INXXX167	{'intrinsic neuron'}	{None}	{'INXXX167'}	{'BR'}	{'A9'}	{'primary'}	{'acetylcholine'}	2	{'ANm'}	{'ANm'}	{None}	{None}	{None}
INXXX173	{'intrinsic neuron'}	{None}	{'INXXX173'}	{'BI'}	{'T2'}	{'primary'}	{'acetylcholine'}	2	{'multi'}	{'multi'}	{None}	{None}	{None}
INXXX179	{'intrinsic neuron'}	{None}	{'INXXX179'}	{'II'}	{'T3'}	{'primary'}	{'acetylcholine'}	2	{'ANm'}	{'LegNpT3', 'ANm'}	{None}	{None}	{None}
INXXX180	{'intrinsic neuron'}	{None}	{'INXXX180'}	{'BI'}	{'A1'}	{'secondary'}	{'acetylcholine'}	2	{'multi'}	{'LegNpT3', 'ANm'}	{None}	{None}	{None}
INXXX181	{'intrinsic neuron'}	{None}	{'INXXX181'}	{'BR'}	{'A7'}	{'primary'}	{'acetylcholine'}	2	{'ANm'}	{'ANm'}	{None}	{None}	{None}
INXXX183	{'intrinsic neuron'}	{None}	{'INXXX183'}	{'BR'}	{'A9'}	{'primary'}	{'gaba'}	2	{'ANm'}	{'ANm'}	{None}	{None}	{None}
INXXX184	{'intrinsic neuron'}	{None}	{'INXXX184'}	{'BR'}	{'A8'}	{'primary'}	{'acetylcholine'}	2	{'ANm'}	{'ANm'}	{None}	{None}	{None}
INXXX188	{'intrinsic neuron'}	{None}	{'INXXX188'}	{'BR'}	{'A9'}	{'primary'}	{'gaba'}	2	{'ANm'}	{'ANm'}	{None}	{None}	{None}
INXXX192	{'intrinsic neuron'}	{None}	{'INXXX192'}	{'BI'}	{'A2'}	{'primary'}	{'acetylcholine'}	2	{'LegNpT3', 'ANm'}	{None}	{None}	{None}	{None}
INXXX193	{'intrinsic neuron'}	{None}	{'INXXX193'}	{'BI'}	{'T3'}	{'secondary'}	{'acetylcholine'}	2	{'ANm'}	{None}	{None}	{None}	{None}
INXXX194	{'intrinsic neuron'}	{None}	{'INXXX194'}	{'IR'}	{'T1'}	{'secondary'}	{'glutamate'}	2	{'LegNpT1'}	{'LegNpT1'}	{None}	{None}	{None}
INXXX197	{'intrinsic neuron'}	{None}	{'INXXX197'}	{'BR'}	{'A8', 'A9'}	{'primary'}	{'gaba'}	5	{'ANm'}	{'ANm'}	{None}	{None}	{None}
INXXX198	{'intrinsic neuron'}	{None}	{'INXXX198'}	{'CI'}	{'A2'}	{'primary'}	{'gaba'}	2	{None}	{'multi'}	{None}	{None}	{None}
INXXX199	{'intrinsic neuron'}	{None}	{'INXXX199'}	{'BI'}	{'A2'}	{'primary'}	{'gaba'}	2	{'ANm'}	{'LegNpT3', 'ANm'}	{None}	{None}	{None}
INXXX201	{'intrinsic neuron'}	{None}	{'INXXX201'}	{'CI'}	{'A1'}	{'primary'}	{'acetylcholine'}	2	{'multi'}	{'multi'}	{None}	{None}	{None}
INXXX204	{'intrinsic neuron'}	{None}	{'INXXX204'}	{'BI'}	{'T1', 'A1'}	{'secondary', 'primary'}	{'gaba'}	4	{None}	{'multi'}	{None}	{None}	{None}
INXXX206	{'intrinsic neuron'}	{None}	{'INXXX206'}	{'BI'}	{'A1'}	{'secondary'}	{'acetylcholine'}	2	{'ANm'}	{'LegNpT3', 'ANm'}	{None}	{None}	{None}
INXXX209	{'intrinsic neuron'}	{None}	{'INXXX209'}	{'BR'}	{'A7'}	{'primary'}	{'gaba'}	2	{'ANm'}	{'ANm'}	{None}	{None}	{None}
INXXX211	{'intrinsic neuron'}	{None}	{'INXXX211'}	{'BR'}	{'A9', 'A8'}	{'primary'}	{'gaba'}	4	{'ANm'}	{'ANm'}	{None}	{None}	{None}
INXXX212	{'intrinsic neuron'}	{None}	{'INXXX212'}	{'BR'}	{'A3', 'A2'}	{'primary'}	{'acetylcholine'}	4	{'ANm'}	{'ANm'}	{None}	{None}	{None}
INXXX213	{'intrinsic neuron'}	{None}	{'INXXX213'}	{'BI', 'II'}	{'A2', 'A3', 'A1'}	{'secondary'}	{'gaba'}	6	{'LegNpT3'}	{'LegNpT3'}	{None}	{None}	{None}
INXXX215	{'intrinsic neuron'}	{None}	{'INXXX215'}	{'BI'}	{'A4', 'A6'}	{'primary'}	{'acetylcholine'}	4	{'LegNpT3', 'ANm'}	{'ANm'}	{None}	{None}	{None}
INXXX216	{'intrinsic neuron'}	{None}	{'INXXX216'}	{'BI'}	{'A1'}	{'primary'}	{'acetylcholine'}	1	{'LegNp'}	{'multi'}	{None}	{None}	{None}
INXXX217	{'intrinsic neuron'}	{None}	{'INXXX217'}	{'BR'}	{'A3', 'A5', 'A4', 'A6'}	{'primary'}	{'gaba'}	8	{'ANm'}	{'ANm'}	{None}	{None}	{None}
INXXX219	{'intrinsic neuron'}	{None}	{'INXXX219'}	{'II'}	{'A1'}	{'secondary'}	{'acetylcholine'}	2	{'LegNpT3', 'LegNpT2'}	{'LegNpT3'}	{None}	{None}	{None}
INXXX220	{'intrinsic neuron'}	{None}	{'INXXX220'}	{'BI'}	{'A1'}	{'primary'}	{'acetylcholine'}	2	{'ANm'}	{'LegNpT3', 'ANm'}	{None}	{None}	{None}
INXXX221	{'intrinsic neuron'}	{None}	{'INXXX221'}	{'BR'}	{'A9'}	{'primary'}	{'acetylcholine'}	3	{'ANm'}	{'ANm'}	{None}	{None}	{None}
INXXX223	{'intrinsic neuron'}	{None}	{'INXXX223'}	{'BR'}	{'A8'}	{'primary'}	{'acetylcholine'}	2	{'ANm'}	{'ANm'}	{None}	{None}	{None}
INXXX224	{'intrinsic neuron'}	{None}	{'INXXX224'}	{'BI'}	{'A1'}	{'primary'}	{'acetylcholine'}	2	{'multi'}	{'multi'}	{None}	{None}	{None}
INXXX225	{'intrinsic neuron'}	{None}	{'INXXX225'}	{'IR'}	{'A9'}	{'primary'}	{'gaba'}	2	{'ANm'}	{'ANm'}	{None}	{None}	{None}
INXXX227	{'intrinsic neuron'}	{None}	{'INXXX227'}	{'IR'}	{'T3'}	{'secondary'}	{'acetylcholine'}	2	{'LegNpT3'}	{'LegNpT3'}	{None}	{None}	{None}
INXXX228	{'intrinsic neuron'}	{None}	{'INXXX228'}	{'BR'}	{'A8', 'A9', 'A5', 'A6'}	{'primary'}	{'acetylcholine'}	8	{'ANm'}	{'ANm'}	{None}	{None}	{None}
INXXX230	{'intrinsic neuron'}	{None}	{'INXXX230'}	{'BR'}	{'A5', 'A4', 'A2', 'A3', 'A6'}	{'primary'}	{'gaba'}	9	{'ANm'}	{'ANm'}	{None}	{None}	{None}
INXXX231	{'intrinsic neuron'}	{None}	{'INXXX231'}	{'BI'}	{'A3', 'A5', 'A4', 'A6'}	{'primary'}	{'acetylcholine'}	8	{'ANm'}	{'ANm'}	{None}	{None}	{None}
INXXX232	{'intrinsic neuron'}	{None}	{'INXXX232'}	{'II'}	{'A2'}	{'primary'}	{'acetylcholine'}	1	{'LegNpT3', 'ANm'}	{'LegNpT3', 'ANm'}	{None}	{None}	{None}
INXXX233	{'intrinsic neuron'}	{None}	{'INXXX233'}	{'BI'}	{'A1'}	{'primary'}	{'gaba'}	2	{'multi'}	{'IntTct', 'ANm'}	{None}	{None}	{None}
INXXX234	{'intrinsic neuron'}	{None}	{'INXXX234'}	{'BR'}	{'A8'}	{'primary'}	{'acetylcholine'}	1	{'ANm'}	{'ANm'}	{None}	{None}	{None}
INXXX235	{'intrinsic neuron'}	{None}	{'INXXX235'}	{'BI'}	{'T3'}	{'primary'}	{'gaba'}	2	{'ANm'}	{'LegNpT3', 'ANm'}	{None}	{None}	{None}
INXXX237	{'intrinsic neuron'}	{None}	{'INXXX237'}	{'BI'}	{'A9'}	{'primary'}	{'acetylcholine'}	2	{'LegNpT3', 'ANm'}	{'ANm'}	{None}	{None}	{None}
INXXX238	{'intrinsic neuron'}	{None}	{'INXXX238'}	{'BI'}	{'A1'}	{'primary'}	{'acetylcholine'}	2	{'Ov'}	{'Ov'}	{None}	{None}	{None}
INXXX239	{'intrinsic neuron'}	{None}	{'INXXX239'}	{'BR'}	{'A5', 'A6'}	{'primary'}	{'acetylcholine'}	4	{'ANm'}	{'ANm'}	{None}	{None}	{None}
INXXX240	{'intrinsic neuron'}	{None}	{'INXXX240'}	{'BR'}	{'A8'}	{'primary'}	{'acetylcholine'}	2	{'ANm'}	{'ANm'}	{None}	{None}	{None}
INXXX241	{'intrinsic neuron'}	{None}	{'INXXX241'}	{'BI'}	{'A8'}	{'primary'}	{'acetylcholine'}	2	{'multi'}	{'ANm'}	{None}	{None}	{None}
INXXX242	{'intrinsic neuron'}	{None}	{'INXXX242'}	{'BI'}	{'T3'}	{'secondary'}	{'acetylcholine'}	2	{'LegNpT3'}	{'LegNpT3'}	{None}	{None}	{None}
INXXX243	{'intrinsic neuron'}	{None}	{'INXXX243'}	{'BR'}	{'A8', 'A7'}	{'primary'}	{'gaba'}	4	{'ANm'}	{'ANm'}	{None}	{None}	{None}
INXXX244	{'intrinsic neuron'}	{None}	{'INXXX244'}	{'BR'}	{'A9'}	{'primary'}	{'acetylcholine'}	2	{'ANm'}	{'ANm'}	{None}	{None}	{None}
INXXX245	{'intrinsic neuron'}	{None}	{'INXXX245'}	{'BI'}	{'A1'}	{'primary'}	{'acetylcholine'}	2	{'ANm'}	{'multi'}	{None}	{None}	{None}
INXXX246	{'intrinsic neuron'}	{None}	{'INXXX246'}	{'BR'}	{'A6'}	{'primary'}	{'acetylcholine'}	4	{'ANm'}	{'ANm'}	{None}	{None}	{None}
INXXX247	{'intrinsic neuron'}	{None}	{'INXXX247'}	{'BR'}	{'A3', 'A2'}	{'primary'}	{'acetylcholine'}	4	{'ANm'}	{'ANm'}	{None}	{None}	{None}
INXXX249	{'intrinsic neuron'}	{None}	{'INXXX249'}	{'BR'}	{'A9'}	{'primary'}	{'acetylcholine'}	2	{'ANm'}	{'ANm'}	{None}	{None}	{None}
INXXX251	{'intrinsic neuron'}	{None}	{'INXXX251'}	{'BI'}	{'A1'}	{'primary'}	{'acetylcholine'}	2	{'LegNpT3'}	{'multi'}	{None}	{None}	{None}
INXXX252	{'intrinsic neuron'}	{None}	{'INXXX252'}	{'BI'}	{'A2'}	{'primary'}	{'acetylcholine'}	2	{'multi'}	{'Ov'}	{None}	{None}	{None}
INXXX253	{'intrinsic neuron'}	{None}	{'INXXX253'}	{'BR', 'BI'}	{'A3', 'A4', 'A2'}	{'primary'}	{'gaba'}	6	{None}	{None}	{None}	{None}	{None}
INXXX256	{'intrinsic neuron'}	{None}	{'INXXX256'}	{'BR'}	{'A9'}	{'primary'}	{'gaba'}	1	{'ANm'}	{'ANm'}	{None}	{None}	{None}
INXXX257	{'intrinsic neuron'}	{None}	{'INXXX257'}	{'BR'}	{'A8'}	{'primary'}	{'glutamate'}	2	{'ANm'}	{'ANm'}	{None}	{None}	{None}
INXXX258	{'intrinsic neuron'}	{None}	{'INXXX258'}	{'BR'}	{'A5', 'A4', 'A9', 'A7', 'A6'}	{'primary'}	{'gaba'}	10	{'ANm'}	{'ANm'}	{None}	{None}	{None}
INXXX260	{'intrinsic neuron'}	{None}	{'INXXX260'}	{'BR'}	{'A3', 'A2'}	{'primary'}	{'acetylcholine'}	3	{'ANm'}	{'ANm'}	{None}	{None}	{None}
INXXX261	{'intrinsic neuron'}	{None}	{'INXXX261'}	{'BR'}	{'A1', 'A2'}	{'primary'}	{'glutamate'}	4	{'ANm'}	{'ANm'}	{None}	{None}	{None}
INXXX262	{'intrinsic neuron'}	{None}	{'INXXX262'}	{'BR'}	{'A8', 'A9'}	{'primary'}	{'acetylcholine'}	4	{'ANm'}	{'ANm'}	{None}	{None}	{None}
INXXX263	{'intrinsic neuron'}	{None}	{'INXXX263'}	{'BR'}	{'A8', 'A5', 'A6'}	{'primary'}	{'gaba'}	6	{'ANm'}	{'ANm'}	{None}	{None}	{None}
INXXX265	{'intrinsic neuron'}	{None}	{'INXXX265'}	{'BR'}	{'A8', 'A9'}	{'primary'}	{'acetylcholine'}	4	{'ANm'}	{'ANm'}	{None}	{None}	{None}
INXXX266	{'intrinsic neuron'}	{None}	{'INXXX266'}	{'BR'}	{'A1'}	{'primary'}	{'acetylcholine'}	2	{'HTct'}	{'HTct'}	{None}	{None}	{None}
INXXX267	{'intrinsic neuron'}	{None}	{'INXXX267'}	{'BR'}	{'A9', 'A8'}	{'primary'}	{'gaba'}	4	{'ANm'}	{'ANm'}	{None}	{None}	{None}
INXXX268	{'intrinsic neuron'}	{None}	{'INXXX268'}	{'BR'}	{'A8'}	{'primary'}	{'gaba'}	2	{'ANm'}	{'ANm'}	{None}	{None}	{None}
INXXX269	{'intrinsic neuron'}	{None}	{'INXXX269'}	{'BI'}	{'A4', 'A2', 'A3', 'A7', 'A6'}	{'primary'}	{'acetylcholine'}	10	{'LegNpT3', 'ANm'}	{'ANm'}	{None}	{None}	{None}
INXXX270	{'intrinsic neuron'}	{None}	{'INXXX270'}	{'BI'}	{'A2'}	{'primary'}	{'gaba'}	2	{'LegNp'}	{None}	{None}	{None}	{None}
INXXX271	{'intrinsic neuron'}	{None}	{'INXXX271'}	{'BR'}	{'A8', 'A9'}	{'primary'}	{'glutamate'}	4	{'ANm'}	{'ANm'}	{None}	{None}	{None}
INXXX273	{'intrinsic neuron'}	{None}	{'INXXX273'}	{'BR'}	{'A8'}	{'primary'}	{'acetylcholine'}	2	{'ANm'}	{'ANm'}	{None}	{None}	{None}
INXXX275	{'intrinsic neuron'}	{None}	{'INXXX275'}	{'BR'}	{'A7'}	{'primary'}	{'acetylcholine'}	2	{'ANm'}	{'ANm'}	{None}	{None}	{None}
INXXX276	{'intrinsic neuron'}	{None}	{'INXXX276'}	{'BI'}	{'A2'}	{'primary'}	{'gaba'}	2	{'ANm'}	{'ANm'}	{None}	{None}	{None}
INXXX279	{'intrinsic neuron'}	{None}	{'INXXX279'}	{'BR'}	{'A9', 'A10'}	{'primary'}	{'glutamate'}	4	{'ANm'}	{'ANm'}	{None}	{None}	{None}
INXXX280	{'intrinsic neuron'}	{None}	{'INXXX280'}	{'BI'}	{'A3', 'A2'}	{'primary'}	{'gaba'}	4	{None}	{None}	{None}	{None}	{None}
INXXX281	{'intrinsic neuron'}	{None}	{'INXXX281'}	{'BR', 'BI'}	{'A3', 'A5', 'A4'}	{'primary'}	{'acetylcholine'}	6	{'ANm'}	{'ANm'}	{None}	{None}	{None}
INXXX282	{'intrinsic neuron'}	{None}	{'INXXX282'}	{'BR'}	{'A8'}	{'primary'}	{'gaba'}	2	{'ANm'}	{'ANm'}	{None}	{None}	{None}
INXXX283	{'intrinsic neuron'}	{None}	{'INXXX283'}	{'BR'}	{'A9', 'A8'}	{'primary'}	{'gaba'}	5	{'ANm'}	{'ANm'}	{None}	{None}	{None}
INXXX284	{'intrinsic neuron'}	{None}	{'INXXX284'}	{'IR'}	{'A1'}	{'secondary'}	{'gaba'}	2	{'LegNpT3'}	{'LegNpT3'}	{None}	{None}	{None}
INXXX285	{'intrinsic neuron'}	{None}	{'INXXX285'}	{'BR'}	{'A9'}	{'primary'}	{'acetylcholine'}	2	{'ANm'}	{'ANm'}	{None}	{None}	{None}
INXXX287	{'intrinsic neuron'}	{None}	{'INXXX287'}	{'BR'}	{'A5', 'A1', 'A4', 'A2', 'A3', 'A6'}	{'primary'}	{'gaba'}	12	{'ANm'}	{'ANm'}	{None}	{None}	{None}
INXXX288	{'intrinsic neuron'}	{None}	{'INXXX288'}	{'BR'}	{'A9'}	{'primary'}	{'acetylcholine'}	4	{'ANm'}	{'ANm'}	{None}	{None}	{None}
INXXX290	{'intrinsic neuron'}	{None}	{'INXXX290'}	{'BR', 'BI'}	{'A5', 'A1', 'A4', 'A2', 'A3', 'A6'}	{'primary'}	{'glutamate'}	12	{'ANm'}	{'ANm'}	{None}	{None}	{None}
INXXX292	{'intrinsic neuron'}	{None}	{'INXXX292'}	{'BR'}	{'A9'}	{'primary'}	{'gaba'}	1	{'ANm'}	{'ANm'}	{None}	{None}	{None}
INXXX293	{'intrinsic neuron'}	{None}	{'INXXX293'}	{'BR'}	{'A8', 'A6'}	{'primary'}	{'glutamate'}	4	{'ANm'}	{'ANm'}	{None}	{None}	{None}
INXXX294	{'intrinsic neuron'}	{None}	{'INXXX294'}	{'BI', 'II'}	{'A2'}	{'primary'}	{'glutamate'}	2	{'ANm'}	{'LegNpT3', 'ANm'}	{None}	{None}	{None}
INXXX295	{'intrinsic neuron'}	{None}	{'INXXX295'}	{'BR', 'BI'}	{'A5', 'A1', 'A4', 'A2', 'A3'}	{'primary'}	{'glutamate'}	10	{None}	{None}	{None}	{None}	{None}
INXXX297	{'intrinsic neuron'}	{None}	{'INXXX297'}	{'BR'}	{'A3', 'A5', 'A4', 'A6'}	{'primary'}	{'acetylcholine'}	8	{'ANm'}	{'ANm'}	{None}	{None}	{None}
INXXX299	{'intrinsic neuron'}	{None}	{'INXXX299'}	{'BR'}	{'A6'}	{'primary'}	{'acetylcholine'}	1	{'ANm'}	{'ANm'}	{None}	{None}	{None}
INXXX300	{'intrinsic neuron'}	{None}	{'INXXX300'}	{'BI'}	{'A8'}	{'primary'}	{'gaba'}	2	{'ANm'}	{'ANm'}	{None}	{None}	{None}
INXXX301	{'intrinsic neuron'}	{None}	{'INXXX301'}	{'BR'}	{'A3', 'A2'}	{'primary'}	{'acetylcholine'}	4	{'ANm'}	{'ANm'}	{None}	{None}	{None}
INXXX302	{'intrinsic neuron'}	{None}	{'INXXX302'}	{'BR'}	{'A8'}	{'primary'}	{'acetylcholine'}	4	{'ANm'}	{'ANm'}	{None}	{None}	{None}
INXXX303	{'intrinsic neuron'}	{None}	{'INXXX303'}	{'IR'}	{'A8'}	{'primary'}	{'gaba'}	2	{'ANm'}	{'ANm'}	{None}	{None}	{None}
INXXX304	{'intrinsic neuron'}	{None}	{'INXXX304'}	{'BI'}	{'A2'}	{'primary'}	{'acetylcholine'}	2	{'ANm'}	{'LegNpT3', 'ANm'}	{None}	{None}	{None}
INXXX305	{'intrinsic neuron'}	{None}	{'INXXX305'}	{'BR'}	{'A9'}	{'primary'}	{'gaba'}	1	{'ANm'}	{'ANm'}	{None}	{None}	{None}
INXXX306	{'intrinsic neuron'}	{None}	{'INXXX306'}	{'BI'}	{'A3', 'A4'}	{'primary'}	{'gaba'}	4	{'LegNpT3', 'ANm'}	{'ANm'}	{None}	{None}	{None}
INXXX307	{'intrinsic neuron'}	{None}	{'INXXX307'}	{'BI'}	{'A3', 'A2'}	{'primary'}	{'acetylcholine'}	4	{'LegNpT3'}	{'ANm'}	{None}	{None}	{None}
INXXX309	{'intrinsic neuron'}	{None}	{'INXXX309'}	{'IR'}	{'A8'}	{'primary'}	{'gaba'}	2	{'ANm'}	{'ANm'}	{None}	{None}	{None}
INXXX310	{'intrinsic neuron'}	{None}	{'INXXX310'}	{'BI'}	{'A2'}	{'primary'}	{'gaba'}	1	{'IntTct', 'ANm'}	{'ANm'}	{None}	{None}	{None}
INXXX315	{'intrinsic neuron'}	{None}	{'INXXX315'}	{'BR', 'BI'}	{'A1', 'A3', 'A4', 'A2'}	{'primary'}	{'acetylcholine'}	10	{'ANm'}	{'ANm'}	{None}	{None}	{None}
INXXX316	{'intrinsic neuron'}	{None}	{'INXXX316'}	{'BR'}	{'A5', 'A7', 'A6'}	{'primary'}	{'gaba'}	6	{'ANm'}	{'ANm'}	{None}	{None}	{None}
INXXX317	{'intrinsic neuron'}	{None}	{'INXXX317'}	{'BR'}	{'A8'}	{'primary'}	{'glutamate'}	2	{'ANm'}	{'ANm'}	{None}	{None}	{None}
