defined_class	defined_class_label	birth_notch	birth_notch_label	neuroblast	neuroblast_label	stage	stage_label	neurotransmitter	neurotransmitter_label	clone	clone_label	other_type	other_type_label	soma	soma_label	nb_label	other_synonyms	ito_lee	hartenstein	primary	secondary	reference	hartenstein_synonym_type	ito_lee_synonym_type	primary_synonym_type	secondary_synonym_type
FBbt:00048941	NB5-7 lineage neuron	FBbt:00005106	neuron	FBbt:00111737	neuroblast NB5-7									FBbt:00007114	cell body rind of the central nervous system	NB5-7 lineage neuron				NB5-7 lineage neuron	lineage 20 neuron	FlyBase:FBrf0231327	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00048942	NB6-1 lineage neuron	FBbt:00005106	neuron	FBbt:00001398	neuroblast NB6-1									FBbt:00007114	cell body rind of the central nervous system	NB6-1 lineage neuron				NB6-1 lineage neuron	lineage 12 neuron	FlyBase:FBrf0231327|FlyBase:FBrf0228122	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00048943	NB6-2 lineage neuron	FBbt:00005106	neuron	FBbt:00001391	neuroblast NB6-2									FBbt:00007114	cell body rind of the central nervous system	NB6-2 lineage neuron				NB6-2 lineage neuron	lineage 19 neuron	FlyBase:FBrf0231327|FlyBase:FBrf0228122	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00048944	NB7-1 lineage neuron	FBbt:00005106	neuron	FBbt:00001380	neuroblast NB7-1									FBbt:00007114	cell body rind of the central nervous system	NB7-1 lineage neuron				NB7-1 lineage neuron	lineage 3 neuron	FlyBase:FBrf0231327|FlyBase:FBrf0228122	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00048945	NB7-2 lineage neuron	FBbt:00005106	neuron	FBbt:00001392	neuroblast NB7-2									FBbt:00007114	cell body rind of the central nervous system	NB7-2 lineage neuron				NB7-2 lineage neuron	lineage 11 neuron	FlyBase:FBrf0231327	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00048946	NB7-4 lineage neuron	FBbt:00005106	neuron	FBbt:00001381	neuroblast NB7-4									FBbt:00007114	cell body rind of the central nervous system	NB7-4 lineage neuron				NB7-4 lineage neuron	lineage 23 neuron	FlyBase:FBrf0231327|FlyBase:FBrf0228122	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00049154	BLD6 lineage neuron	FBbt:00005106	neuron	FBbt:00049153	neuroblast BLD6									FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	BLD6 lineage neuron		VPNd1 lineage neuron	BLD6 lineage neuron			doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00049156	BLVa4 lineage neuron	FBbt:00005106	neuron	FBbt:00049155	neuroblast BLVa4									FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	BLVa4 lineage neuron			BLVa4 lineage neuron				http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00049158	BLVp2 lineage neuron	FBbt:00005106	neuron	FBbt:00049157	neuroblast BLVp2									FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	BLVp2 lineage neuron		VLPl&p1 lineage neuron	BLVp2 lineage neuron			doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00049160	DALl2 lineage neuron	FBbt:00005106	neuron	FBbt:00049159	neuroblast DALl2									FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	DALl2 lineage neuron		VLPa1 lineage neuron	DALl2 lineage neuron			doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00049162	DPLpv lineage neuron	FBbt:00005106	neuron	FBbt:00049161	neuroblast DPLpv									FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	DPLpv lineage neuron		VLPp&l1 lineage neuron	DPLpv lineage neuron			doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00049465	adult SMPad1 lineage neuron	FBbt:00005106	neuron	FBbt:00049463	neuroblast SMPad1	FBbt:00003004	adult			FBbt:00049464	adult SMPad1 lineage clone			FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	adult SMPad1 lineage neuron		adult SMPad1 lineage neuron					http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00049466	adult CREa1 lineage neuron	FBbt:00005106	neuron	FBbt:00100551	neuroblast BAmd1	FBbt:00003004	adult			FBbt:00049461	adult CREa1 lineage clone			FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	adult CREa1 lineage neuron		adult CREa1 lineage neuron	adult BAmd1 lineage neuron			doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00049467	adult FLAa3 lineage neuron	FBbt:00005106	neuron	FBbt:00100556	neuroblast BAmas2	FBbt:00003004	adult			FBbt:00047123	adult FLAa3 lineage clone			FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	adult FLAa3 lineage neuron		adult FLAa3 lineage neuron	adult BAmas2 lineage neuron			doi:10.1101/2023.06.27.546055|FlyBase:FBrf0223298	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00049894	DALcm1 Notch OFF hemilineage neuron	FBbt:00049540	Notch OFF hemilineage neuron	FBbt:00100548	neuroblast DALcm1									FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	DALcm1 Notch OFF hemilineage neuron	CREa2 hemilineage B neuron|DALcm1 hemilineage B neuron	CREa2 Notch OFF hemilineage neuron	DALcm1 Notch OFF hemilineage neuron			doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00049895	DALcm1 Notch ON hemilineage neuron	FBbt:00049539	Notch ON hemilineage neuron	FBbt:00100548	neuroblast DALcm1									FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	DALcm1 Notch ON hemilineage neuron	CREa2 hemilineage A neuron|DALcm1 hemilineage A neuron	CREa2 Notch ON hemilineage neuron	DALcm1 Notch ON hemilineage neuron			doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00049896	DPLc5 Notch ON hemilineage neuron	FBbt:00049539	Notch ON hemilineage neuron	FBbt:00100599	neuroblast DPLc5									FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	DPLc5 Notch ON hemilineage neuron	DPLc5 hemilineage A neuron|SMPp&v1 hemilineage A neuron	SMPp&v1 Notch ON hemilineage neuron	DPLc5 Notch ON hemilineage neuron			doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00049897	DPLc5 Notch OFF hemilineage neuron	FBbt:00049540	Notch OFF hemilineage neuron	FBbt:00100599	neuroblast DPLc5									FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	DPLc5 Notch OFF hemilineage neuron	DPLc5 hemilineage B neuron|SMPp&v1 hemilineage B neuron	SMPp&v1 Notch OFF hemilineage neuron	DPLc5 Notch OFF hemilineage neuron			doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00049898	BAmd1 Notch OFF hemilineage neuron	FBbt:00049540	Notch OFF hemilineage neuron	FBbt:00100551	neuroblast BAmd1									FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	BAmd1 Notch OFF hemilineage neuron	BAmd1 hemilineage B neuron|CREa1 hemilineage B neuron	CREa1 Notch OFF hemilineage neuron	BAmd1 Notch OFF hemilineage neuron			doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00049899	BAmd1 Notch ON hemilineage neuron	FBbt:00049539	Notch ON hemilineage neuron	FBbt:00100551	neuroblast BAmd1									FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	BAmd1 Notch ON hemilineage neuron	BAmd1 hemilineage A neuron|CREa1 hemilineage A neuron	CREa1 Notch ON hemilineage neuron	BAmd1 Notch ON hemilineage neuron			doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00049900	DALcm2 Notch OFF hemilineage neuron	FBbt:00049540	Notch OFF hemilineage neuron	FBbt:00100549	neuroblast DALcm2									FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	DALcm2 Notch OFF hemilineage neuron	AOTUv1 hemilineage B neuron|DALcm2 hemilineage B neuron	AOTUv1 Notch OFF hemilineage neuron	DALcm2 Notch OFF hemilineage neuron			doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00049901	DALcm2 Notch ON hemilineage neuron	FBbt:00049539	Notch ON hemilineage neuron	FBbt:00100549	neuroblast DALcm2									FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	DALcm2 Notch ON hemilineage neuron	AOTUv1 hemilineage A neuron|DALcm2 hemilineage A neuron	AOTUv1 Notch ON hemilineage neuron	DALcm2 Notch ON hemilineage neuron			doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00049902	DALcl1 Notch OFF hemilineage neuron	FBbt:00049540	Notch OFF hemilineage neuron	FBbt:00100545	neuroblast DALcl1									FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	DALcl1 Notch OFF hemilineage neuron	AOTUv3 hemilineage B neuron|DALcl1 hemilineage B neuron	AOTUv3 Notch OFF hemilineage neuron	DALcl1 Notch OFF hemilineage neuron			doi:10.1101/2023.06.27.546055|FlyBase:FBrf0223298|FlyBase:FBrf0240929	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00049903	DALcl1 Notch ON hemilineage neuron	FBbt:00049539	Notch ON hemilineage neuron	FBbt:00100545	neuroblast DALcl1									FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	DALcl1 Notch ON hemilineage neuron	AOTUv3 hemilineage A neuron|DALcl1 hemilineage A neuron	AOTUv3 Notch ON hemilineage neuron	DALcl1 Notch ON hemilineage neuron			doi:10.1101/2023.06.27.546055|FlyBase:FBrf0223298|FlyBase:FBrf0240929	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00049904	DALcl2 Notch ON hemilineage neuron	FBbt:00049539	Notch ON hemilineage neuron	FBbt:00100546	neuroblast DALcl2									FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	DALcl2 Notch ON hemilineage neuron	AOTUv4 hemilineage A neuron|DALcl2 hemilineage A neuron	AOTUv4 Notch ON hemilineage neuron	DALcl2 Notch ON hemilineage neuron			doi:10.1101/2023.06.27.546055|FlyBase:FBrf0240929	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00049905	BAmv1 Notch ON hemilineage neuron	FBbt:00049539	Notch ON hemilineage neuron	FBbt:00050166	neuroblast BAmv1									FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	BAmv1 Notch ON hemilineage neuron	BAmv1 hemilineage A neuron|LALv1 hemilineage A neuron	LALv1 Notch ON hemilineage neuron	BAmv1 Notch ON hemilineage neuron			doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00049906	BAmv1 Notch OFF hemilineage neuron	FBbt:00049540	Notch OFF hemilineage neuron	FBbt:00050166	neuroblast BAmv1									FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	BAmv1 Notch OFF hemilineage neuron	BAmv1 hemilineage B neuron|LALv1 hemilineage B neuron	LALv1 Notch OFF hemilineage neuron	BAmv1 Notch OFF hemilineage neuron			doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00049907	DALcl2 Notch OFF hemilineage neuron	FBbt:00049540	Notch OFF hemilineage neuron	FBbt:00100546	neuroblast DALcl2									FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	DALcl2 Notch OFF hemilineage neuron	AOTUv4 hemilineage B neuron|DALcl2 hemilineage B neuron	AOTUv4 Notch OFF hemilineage neuron	DALcl2 Notch OFF hemilineage neuron			doi:10.1101/2023.06.27.546055|FlyBase:FBrf0240929	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00049911	BAlc Notch OFF hemilineage neuron	FBbt:00049540	Notch OFF hemilineage neuron	FBbt:00067347	neuroblast BAlc									FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	BAlc Notch OFF hemilineage neuron	ALl1 hemilineage B neuron|BAlc hemilineage B neuron	ALl1 Notch OFF hemilineage neuron	BAlc Notch OFF hemilineage neuron			FlyBase:FBrf0246460|doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00049912	BAlc Notch ON hemilineage neuron	FBbt:00049539	Notch ON hemilineage neuron	FBbt:00067347	neuroblast BAlc									FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	BAlc Notch ON hemilineage neuron	ALl1 hemilineage A neuron|BAlc hemilineage A neuron	ALl1 Notch ON hemilineage neuron	BAlc Notch ON hemilineage neuron			FlyBase:FBrf0246460|doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00050002	adult LHa2 lineage neuron	FBbt:00005106	neuron	FBbt:00100630	neuroblast BLVa1	FBbt:00003004	adult			FBbt:00050001	adult LHa2 lineage clone			FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	adult LHa2 lineage neuron		adult LHa2 lineage neuron	adult BLVa1 lineage neuron			FlyBase:FBrf0246460|doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00050005	adult SLPa&l1 lineage neuron	FBbt:00005106	neuron	FBbt:00100619	neuroblast BLAvm	FBbt:00003004	adult			FBbt:00050004	adult SLPa&l1 lineage clone			FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	adult SLPa&l1 lineage neuron		adult SLPa&l1 lineage neuron	adult BLAvm lineage neuron			doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00050008	adult SLPpl3 lineage neuron	FBbt:00005106	neuron	FBbt:00050006	neuroblast BLVa2c	FBbt:00003004	adult			FBbt:00050007	adult SLPpl3 lineage clone			FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	adult SLPpl3 lineage neuron		adult SLPpl3 lineage neuron	adult BLVa2c lineage neuron			doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00050011	adult FLAa3 (male) lineage neuron	FBbt:00005106	neuron	FBbt:00050009	neuroblast BAmas2 (male)	FBbt:00003004	adult			FBbt:00050010	adult FLAa3 (male) lineage clone			FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	adult FLAa3 (male) lineage neuron		adult FLAa3 (male) lineage neuron	adult BAmas2 (male) lineage neuron			doi:10.1101/2023.06.27.546055|FlyBase:FBrf0223298	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00050014	adult VPNl&d1 lineage neuron	FBbt:00005106	neuron	FBbt:00050012	neuroblast BLAl2	FBbt:00003004	adult			FBbt:00050013	adult VPNl&d1 lineage clone			FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	adult VPNl&d1 lineage neuron		adult VPNl&d1 lineage neuron	adult BLAl2 lineage neuron			doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00050017	adult WEDa2 lineage neuron	FBbt:00005106	neuron	FBbt:00100565	neuroblast BAlp3	FBbt:00003004	adult			FBbt:00050016	adult WEDa2 lineage clone			FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	adult WEDa2 lineage neuron		adult WEDa2 lineage neuron	adult BAlp3 lineage neuron			FlyBase:FBrf0246460|doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00050020	adult DM1 lineage neuron	FBbt:00005106	neuron	FBbt:00050018	neuroblast DPMm1	FBbt:00003004	adult			FBbt:00050019	adult DM1 lineage clone			FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	adult DM1 lineage neuron		adult DM1 lineage neuron	adult DPMm1 lineage neuron			FlyBase:FBrf0246460|doi:10.1101/2023.06.27.546055|FlyBase:FBrf0214495|FlyBase:FBrf0223298	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00050023	adult SMPpd1 lineage neuron	FBbt:00005106	neuron	FBbt:00100595	neuroblast DPLc1	FBbt:00003004	adult			FBbt:00050022	adult SMPpd1 lineage clone			FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	adult SMPpd1 lineage neuron		adult SMPpd1 lineage neuron	adult DPLc1 lineage neuron			doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
