defined_class	defined_class_label	birth_notch	birth_notch_label	neuroblast	neuroblast_label	stage	stage_label	neurotransmitter	neurotransmitter_label	clone	clone_label	other_type	other_type_label	soma	soma_label	nb_label	other_synonyms	ito_lee	hartenstein	primary	secondary	reference	hartenstein_synonym_type	ito_lee_synonym_type	primary_synonym_type	secondary_synonym_type
FBbt:00048899	lineage 10 secondary neuron	FBbt:00047096	secondary neuron	FBbt:00001385	neuroblast NB2-2			GO:0014055	acetylcholine secretion, neurotransmission			FBbt:00049540	Notch OFF hemilineage neuron	FBbt:00007114	cell body rind of the central nervous system	lineage 10 secondary neuron	NB2-2 Notch OFF hemilineage larval-born neuron|NB2-2 Notch OFF hemilineage postembryonic neuron|NB2-2 Notch OFF hemilineage secondary neuron|NB2-2 hemilineage B larval-born neuron|NB2-2 hemilineage B postembryonic neuron|NB2-2 hemilineage B secondary neuron|NB2-2 lineage larval-born neuron|NB2-2 lineage postembryonic neuron|hemilineage 10B larval-born neuron|hemilineage 10B postembryonic neuron|hemilineage 10B secondary neuron|lineage 10 larval-born neuron|lineage 10 postembryonic neuron			NB2-2 lineage secondary neuron	lineage 10 secondary neuron	FlyBase:FBrf0231327|FlyBase:FBrf0228122	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00048900	lineage 15 secondary neuron	FBbt:00047096	secondary neuron	FBbt:00001421	neuroblast NB2-3			GO:0061535	glutamate secretion, neurotransmission			FBbt:00049540	Notch OFF hemilineage neuron	FBbt:00007114	cell body rind of the central nervous system	lineage 15 secondary neuron	NB2-3 Notch OFF hemilineage larval-born neuron|NB2-3 Notch OFF hemilineage postembryonic neuron|NB2-3 Notch OFF hemilineage secondary neuron|NB2-3 hemilineage B larval-born neuron|NB2-3 hemilineage B postembryonic neuron|NB2-3 hemilineage B secondary neuron|NB2-3 lineage larval-born neuron|NB2-3 lineage postembryonic neuron|hemilineage 15B larval-born neuron|hemilineage 15B postembryonic neuron|hemilineage 15B secondary neuron|lineage 15 larval-born neuron|lineage 15 postembryonic neuron			NB2-3 lineage secondary neuron	lineage 15 secondary neuron	FlyBase:FBrf0231327	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00048901	lineage 18 secondary neuron	FBbt:00047096	secondary neuron	FBbt:00001411	neuroblast NB2-4			GO:0014055	acetylcholine secretion, neurotransmission			FBbt:00049540	Notch OFF hemilineage neuron	FBbt:00007114	cell body rind of the central nervous system	lineage 18 secondary neuron	NB2-4 Notch OFF hemilineage larval-born neuron|NB2-4 Notch OFF hemilineage postembryonic neuron|NB2-4 Notch OFF hemilineage secondary neuron|NB2-4 hemilineage B larval-born neuron|NB2-4 hemilineage B postembryonic neuron|NB2-4 hemilineage B secondary neuron|NB2-4 lineage larval-born neuron|NB2-4 lineage postembryonic neuron|hemilineage 18B larval-born neuron|hemilineage 18B postembryonic neuron|hemilineage 18B secondary neuron|lineage 18 larval-born neuron|lineage 18 postembryonic neuron			NB2-4 lineage secondary neuron	lineage 18 secondary neuron	FlyBase:FBrf0231327	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00048902	lineage 17 secondary neuron	FBbt:00047096	secondary neuron	FBbt:00001374	neuroblast NB2-5			GO:0014055	acetylcholine secretion, neurotransmission			FBbt:00049539	Notch ON hemilineage neuron	FBbt:00007114	cell body rind of the central nervous system	lineage 17 secondary neuron	NB2-5 Notch ON hemilineage larval-born neuron|NB2-5 Notch ON hemilineage postembryonic neuron|NB2-5 Notch ON hemilineage secondary neuron|NB2-5 hemilineage A larval-born neuron|NB2-5 hemilineage A postembryonic neuron|NB2-5 hemilineage A secondary neuron|NB2-5 lineage larval-born neuron|NB2-5 lineage postembryonic neuron|hemilineage 17A larval-born neuron|hemilineage 17A postembryonic neuron|hemilineage 17A secondary neuron|lineage 17 larval-born neuron|lineage 17 postembryonic neuron			NB2-5 lineage secondary neuron	lineage 17 secondary neuron	FlyBase:FBrf0231327|FlyBase:FBrf0228122	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00048903	lineage 4 secondary neuron	FBbt:00047096	secondary neuron	FBbt:00001394	neuroblast NB3-1									FBbt:00007114	cell body rind of the central nervous system	lineage 4 secondary neuron	NB3-1 lineage larval-born neuron|NB3-1 lineage postembryonic neuron|lineage 4 larval-born neuron|lineage 4 postembryonic neuron			NB3-1 lineage secondary neuron	lineage 4 secondary neuron	FlyBase:FBrf0231327|FlyBase:FBrf0228122	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00048904	lineage 7 secondary neuron	FBbt:00047096	secondary neuron	FBbt:00001388	neuroblast NB3-2			GO:0014055	acetylcholine secretion, neurotransmission			FBbt:00049540	Notch OFF hemilineage neuron	FBbt:00007114	cell body rind of the central nervous system	lineage 7 secondary neuron	NB3-2 Notch OFF hemilineage larval-born neuron|NB3-2 Notch OFF hemilineage postembryonic neuron|NB3-2 Notch OFF hemilineage secondary neuron|NB3-2 hemilineage B larval-born neuron|NB3-2 hemilineage B postembryonic neuron|NB3-2 hemilineage B secondary neuron|NB3-2 lineage larval-born neuron|NB3-2 lineage postembryonic neuron|hemilineage 7B larval-born neuron|hemilineage 7B postembryonic neuron|hemilineage 7B secondary neuron|lineage 7 larval-born neuron|lineage 7 postembryonic neuron			NB3-2 lineage secondary neuron	lineage 7 secondary neuron	FlyBase:FBrf0231327	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00048905	lineage 8 secondary neuron	FBbt:00047096	secondary neuron	FBbt:00001422	neuroblast NB3-3									FBbt:00007114	cell body rind of the central nervous system	lineage 8 secondary neuron	NB3-3 lineage larval-born neuron|NB3-3 lineage postembryonic neuron|lineage 8 larval-born neuron|lineage 8 postembryonic neuron			NB3-3 lineage secondary neuron	lineage 8 secondary neuron	FlyBase:FBrf0231327	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00048906	lineage 25 secondary neuron	FBbt:00047096	secondary neuron	FBbt:00001414	neuroblast NB3-4									FBbt:00007114	cell body rind of the central nervous system	lineage 25 secondary neuron	NB3-4 lineage larval-born neuron|NB3-4 lineage postembryonic neuron|lineage 25 larval-born neuron|lineage 25 postembryonic neuron			NB3-4 lineage secondary neuron	lineage 25 secondary neuron	FlyBase:FBrf0231327	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00048907	lineage 9 secondary neuron	FBbt:00047096	secondary neuron	FBbt:00001375	neuroblast NB3-5									FBbt:00007114	cell body rind of the central nervous system	lineage 9 secondary neuron	NB3-5 lineage larval-born neuron|NB3-5 lineage postembryonic neuron|lineage 9 larval-born neuron|lineage 9 postembryonic neuron			NB3-5 lineage secondary neuron	lineage 9 secondary neuron	FlyBase:FBrf0231327|FlyBase:FBrf0228122	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00048908	lineage 14 secondary neuron	FBbt:00047096	secondary neuron	FBbt:00001397	neuroblast NB4-1									FBbt:00007114	cell body rind of the central nervous system	lineage 14 secondary neuron	NB4-1 lineage larval-born neuron|NB4-1 lineage postembryonic neuron|lineage 14 larval-born neuron|lineage 14 postembryonic neuron			NB4-1 lineage secondary neuron	lineage 14 secondary neuron	FlyBase:FBrf0231327|FlyBase:FBrf0228122	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00048909	lineage 13 secondary neuron	FBbt:00047096	secondary neuron	FBbt:00001389	neuroblast NB4-2			GO:0061534	gamma-aminobutyric acid secretion, neurotransmission					FBbt:00007114	cell body rind of the central nervous system	lineage 13 secondary neuron	NB4-2 lineage larval-born neuron|NB4-2 lineage postembryonic neuron|lineage 13 larval-born neuron|lineage 13 postembryonic neuron			NB4-2 lineage secondary neuron	lineage 13 secondary neuron	FlyBase:FBrf0231327	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00048910	lineage 21 secondary neuron	FBbt:00047096	secondary neuron	FBbt:00001423	neuroblast NB4-3			GO:0061535	glutamate secretion, neurotransmission					FBbt:00007114	cell body rind of the central nervous system	lineage 21 secondary neuron	NB4-3 lineage larval-born neuron|NB4-3 lineage postembryonic neuron|lineage 21 larval-born neuron|lineage 21 postembryonic neuron			NB4-3 lineage secondary neuron	lineage 21 secondary neuron	FlyBase:FBrf0231327|FlyBase:FBrf0228122	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00048911	lineage 24 secondary neuron	FBbt:00047096	secondary neuron	FBbt:00001415	neuroblast NB4-4			GO:0061535	glutamate secretion, neurotransmission			FBbt:00049540	Notch OFF hemilineage neuron	FBbt:00007114	cell body rind of the central nervous system	lineage 24 secondary neuron	NB4-4 Notch OFF hemilineage larval-born neuron|NB4-4 Notch OFF hemilineage postembryonic neuron|NB4-4 Notch OFF hemilineage secondary neuron|NB4-4 hemilineage B larval-born neuron|NB4-4 hemilineage B postembryonic neuron|NB4-4 hemilineage B secondary neuron|NB4-4 lineage larval-born neuron|NB4-4 lineage postembryonic neuron|hemilineage 24B larval-born neuron|hemilineage 24B postembryonic neuron|hemilineage 24B secondary neuron|lineage 24 larval-born neuron|lineage 24 postembryonic neuron			NB4-4 lineage secondary neuron	lineage 24 secondary neuron	FlyBase:FBrf0231327|FlyBase:FBrf0228122	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00048912	lineage 6 secondary neuron	FBbt:00047096	secondary neuron	FBbt:00001376	neuroblast NB5-2			GO:0061534	gamma-aminobutyric acid secretion, neurotransmission					FBbt:00007114	cell body rind of the central nervous system	lineage 6 secondary neuron	NB5-2 lineage larval-born neuron|NB5-2 lineage postembryonic neuron|lineage 6 larval-born neuron|lineage 6 postembryonic neuron			NB5-2 lineage secondary neuron	lineage 6 secondary neuron	FlyBase:FBrf0231327|FlyBase:FBrf0228122	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00048913	lineage 5 secondary neuron	FBbt:00047096	secondary neuron	FBbt:00001390	neuroblast NB5-3			GO:0061534	gamma-aminobutyric acid secretion, neurotransmission			FBbt:00049540	Notch OFF hemilineage neuron	FBbt:00007114	cell body rind of the central nervous system	lineage 5 secondary neuron	NB5-3 Notch OFF hemilineage larval-born neuron|NB5-3 Notch OFF hemilineage postembryonic neuron|NB5-3 Notch OFF hemilineage secondary neuron|NB5-3 hemilineage B larval-born neuron|NB5-3 hemilineage B postembryonic neuron|NB5-3 hemilineage B secondary neuron|NB5-3 lineage larval-born neuron|NB5-3 lineage postembryonic neuron|hemilineage 5B larval-born neuron|hemilineage 5B postembryonic neuron|hemilineage 5B secondary neuron|lineage 5 larval-born neuron|lineage 5 postembryonic neuron			NB5-3 lineage secondary neuron	lineage 5 secondary neuron	FlyBase:FBrf0231327|FlyBase:FBrf0228122	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00048914	lineage 22 secondary neuron	FBbt:00047096	secondary neuron	FBbt:00001416	neuroblast NB5-4									FBbt:00007114	cell body rind of the central nervous system	lineage 22 secondary neuron	NB5-4 lineage larval-born neuron|NB5-4 lineage postembryonic neuron|lineage 22 larval-born neuron|lineage 22 postembryonic neuron			NB5-4 lineage secondary neuron	lineage 22 secondary neuron	FlyBase:FBrf0231327	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00048915	lineage 20 secondary neuron	FBbt:00047096	secondary neuron	FBbt:00111737	neuroblast NB5-7									FBbt:00007114	cell body rind of the central nervous system	lineage 20 secondary neuron	NB5-7 lineage larval-born neuron|NB5-7 lineage postembryonic neuron|lineage 20 larval-born neuron|lineage 20 postembryonic neuron			NB5-7 lineage secondary neuron	lineage 20 secondary neuron	FlyBase:FBrf0231327	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00048916	lineage 12 secondary neuron	FBbt:00047096	secondary neuron	FBbt:00001398	neuroblast NB6-1									FBbt:00007114	cell body rind of the central nervous system	lineage 12 secondary neuron	NB6-1 lineage larval-born neuron|NB6-1 lineage postembryonic neuron|lineage 12 larval-born neuron|lineage 12 postembryonic neuron			NB6-1 lineage secondary neuron	lineage 12 secondary neuron	FlyBase:FBrf0231327|FlyBase:FBrf0228122	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00048917	lineage 19 secondary neuron	FBbt:00047096	secondary neuron	FBbt:00001391	neuroblast NB6-2									FBbt:00007114	cell body rind of the central nervous system	lineage 19 secondary neuron	NB6-2 lineage larval-born neuron|NB6-2 lineage postembryonic neuron|lineage 19 larval-born neuron|lineage 19 postembryonic neuron			NB6-2 lineage secondary neuron	lineage 19 secondary neuron	FlyBase:FBrf0231327|FlyBase:FBrf0228122	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00048918	lineage 3 secondary neuron	FBbt:00047096	secondary neuron	FBbt:00001380	neuroblast NB7-1									FBbt:00007114	cell body rind of the central nervous system	lineage 3 secondary neuron	NB7-1 lineage larval-born neuron|NB7-1 lineage postembryonic neuron|lineage 3 larval-born neuron|lineage 3 postembryonic neuron			NB7-1 lineage secondary neuron	lineage 3 secondary neuron	FlyBase:FBrf0231327|FlyBase:FBrf0228122	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00048919	lineage 11 secondary neuron	FBbt:00047096	secondary neuron	FBbt:00001392	neuroblast NB7-2									FBbt:00007114	cell body rind of the central nervous system	lineage 11 secondary neuron	NB7-2 lineage larval-born neuron|NB7-2 lineage postembryonic neuron|lineage 11 larval-born neuron|lineage 11 postembryonic neuron			NB7-2 lineage secondary neuron	lineage 11 secondary neuron	FlyBase:FBrf0231327	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00048920	lineage 23 secondary neuron	FBbt:00047096	secondary neuron	FBbt:00001381	neuroblast NB7-4			GO:0014055	acetylcholine secretion, neurotransmission			FBbt:00049540	Notch OFF hemilineage neuron	FBbt:00007114	cell body rind of the central nervous system	lineage 23 secondary neuron	NB7-4 Notch OFF hemilineage larval-born neuron|NB7-4 Notch OFF hemilineage postembryonic neuron|NB7-4 Notch OFF hemilineage secondary neuron|NB7-4 hemilineage B larval-born neuron|NB7-4 hemilineage B postembryonic neuron|NB7-4 hemilineage B secondary neuron|NB7-4 lineage larval-born neuron|NB7-4 lineage postembryonic neuron|hemilineage 23B larval-born neuron|hemilineage 23B postembryonic neuron|hemilineage 23B secondary neuron|lineage 23 larval-born neuron|lineage 23 postembryonic neuron			NB7-4 lineage secondary neuron	lineage 23 secondary neuron	FlyBase:FBrf0231327|FlyBase:FBrf0228122	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00048921	MNB lineage neuron	FBbt:00005106	neuron	FBbt:00001419	neuroblast MNB							FBbt:00052749	unpaired neuron	FBbt:00007114	cell body rind of the central nervous system	MNB lineage neuron				MNB lineage neuron	lineage 0 neuron	FlyBase:FBrf0231327|FlyBase:FBrf0228122	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00048922	NB1-1 lineage neuron	FBbt:00005106	neuron	FBbt:00001371	neuroblast NB1-1									FBbt:00007114	cell body rind of the central nervous system	NB1-1 lineage neuron				NB1-1 lineage neuron	lineage 16 neuron	FlyBase:FBrf0231327|FlyBase:FBrf0228122	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00048923	NB1-2 lineage neuron	FBbt:00005106	neuron	FBbt:00001384	neuroblast NB1-2									FBbt:00007114	cell body rind of the central nervous system	NB1-2 lineage neuron				NB1-2 lineage neuron	lineage 1 neuron	FlyBase:FBrf0231327|FlyBase:FBrf0228122	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00048924	NB2-1 lineage neuron	FBbt:00005106	neuron	FBbt:00001410	neuroblast NB2-1									FBbt:00007114	cell body rind of the central nervous system	NB2-1 lineage neuron				NB2-1 lineage neuron	lineage 2 neuron	FlyBase:FBrf0231327|FlyBase:FBrf0228122	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00048925	NB2-2 lineage neuron	FBbt:00005106	neuron	FBbt:00001385	neuroblast NB2-2									FBbt:00007114	cell body rind of the central nervous system	NB2-2 lineage neuron				NB2-2 lineage neuron	lineage 10 neuron	FlyBase:FBrf0231327|FlyBase:FBrf0228122	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00048926	NB2-3 lineage neuron	FBbt:00005106	neuron	FBbt:00001421	neuroblast NB2-3									FBbt:00007114	cell body rind of the central nervous system	NB2-3 lineage neuron				NB2-3 lineage neuron	lineage 15 neuron	FlyBase:FBrf0231327	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
