defined_class	defined_class_label	neuron_type	neuron_type_label	Landgraf_name	Hoang_name	Doe_name	neuromere	neuromere_label	neuromere_short	alt_segment_long	alt_segment_short	Ib_muscle	Ib_muscle_label	Is_muscle	Is_muscle_label	II_muscle	II_muscle_label	III_muscle	III_muscle_label	nerve	nerve_label
FBbt:00048849	larval VO4/5 motor neuron of abdominal 3 neuromere	FBbt:00110285	VO4/5 motor neuron	VO4/5	MN15/16-I		FBbt:00111035	larval abdominal 3 neuromere	A3	abdominal 4	A4	FBbt:00000796|FBbt:00000795|FBbt:00000772	muscle cell of abdominal 4 ventral oblique muscle 5|muscle cell of abdominal 4 ventral oblique muscle 4|hypodermal muscle cell of larval abdominal 4								
FBbt:00048850	larval VO4/5 motor neuron of abdominal 4 neuromere	FBbt:00110285	VO4/5 motor neuron	VO4/5	MN15/16-I		FBbt:00111036	larval abdominal 4 neuromere	A4	abdominal 5	A5	FBbt:00000840|FBbt:00000817|FBbt:00000841	muscle cell of abdominal 5 ventral oblique muscle 4|hypodermal muscle cell of larval abdominal 5|muscle cell of abdominal 5 ventral oblique muscle 5								
FBbt:00048851	larval VO4/5 motor neuron of abdominal 5 neuromere	FBbt:00110285	VO4/5 motor neuron	VO4/5	MN15/16-I		FBbt:00111037	larval abdominal 5 neuromere	A5	abdominal 6	A6	FBbt:00000862|FBbt:00000886|FBbt:00000885	hypodermal muscle cell of larval abdominal 6|muscle cell of abdominal 6 ventral oblique muscle 5|muscle cell of abdominal 6 ventral oblique muscle 4								
FBbt:00048852	larval VO4/5 motor neuron of abdominal 6 neuromere	FBbt:00110285	VO4/5 motor neuron	VO4/5	MN15/16-I		FBbt:00111038	larval abdominal 6 neuromere	A6	abdominal 7	A7	FBbt:00000930|FBbt:00000931|FBbt:00000907	muscle cell of abdominal 7 ventral oblique muscle 4|muscle cell of abdominal 7 ventral oblique muscle 5|hypodermal muscle cell of larval abdominal 7								
FBbt:00048811	larval VT1 motor neuron of abdominal 1 neuromere	FBbt:00110279	VT1 motor neuron	VT1	MN25-Ib	SM	FBbt:00111033	larval abdominal 1 neuromere	A1	abdominal 2	A2	FBbt:00000726	muscle cell of abdominal 2 ventral transverse muscle 1								
FBbt:00048812	larval VT1 motor neuron of abdominal 2 neuromere	FBbt:00110279	VT1 motor neuron	VT1	MN25-Ib	SM	FBbt:00111034	larval abdominal 2 neuromere	A2	abdominal 3	A3	FBbt:00000771	muscle cell of abdominal 3 ventral transverse muscle 1								
FBbt:00048813	larval VT1 motor neuron of abdominal 3 neuromere	FBbt:00110279	VT1 motor neuron	VT1	MN25-Ib	SM	FBbt:00111035	larval abdominal 3 neuromere	A3	abdominal 4	A4	FBbt:00000816	muscle cell of abdominal 4 ventral transverse muscle 1								
FBbt:00048814	larval VT1 motor neuron of abdominal 4 neuromere	FBbt:00110279	VT1 motor neuron	VT1	MN25-Ib	SM	FBbt:00111036	larval abdominal 4 neuromere	A4	abdominal 5	A5	FBbt:00000861	muscle cell of abdominal 5 ventral transverse muscle 1								
FBbt:00048815	larval VT1 motor neuron of abdominal 5 neuromere	FBbt:00110279	VT1 motor neuron	VT1	MN25-Ib	SM	FBbt:00111037	larval abdominal 5 neuromere	A5	abdominal 6	A6	FBbt:00000906	muscle cell of abdominal 6 ventral transverse muscle 1								
FBbt:00048816	larval VT1 motor neuron of abdominal 6 neuromere	FBbt:00110279	VT1 motor neuron	VT1	MN25-Ib	SM	FBbt:00111038	larval abdominal 6 neuromere	A6	abdominal 7	A7	FBbt:00000951	muscle cell of abdominal 7 ventral transverse muscle 1								
