accession	type	class	superclass	subclass	fruDsx	synonyms	hemibrainType	flywireType	mancType	somaNeuromere	specificity	FBbt_id	FBbt_name	references
10850	AOTU016_c		cb_intrinsic				AOTU016	CB0007,CB0739			parent_term	FBbt:20000015	adult anterior optic tubercle neuron 016	
66136	PVLP008_c		cb_intrinsic				PVLP008_c	CB4050			parent_term	FBbt:20002066	adult posterior ventrolateral protocerebrum neuron 008	
522448	SLP212_a		cb_intrinsic		fru_low	Yu 2010: aSP4	SLP212	SLP212a			parent_term	FBbt:20002606	adult superior lateral protocerebrum neuron 212	
109804	SMP321_a		cb_intrinsic				SMP321	CB3860			parent_term	FBbt:20003183	adult superior medial protocerebrum neuron 321	
575755	PLP042_b		cb_intrinsic				PLP042_b	PLP042c			parent_term	FBbt:20001542	adult posterior lateral protocerebrum neuron 042	
157103	PS005_b		cb_intrinsic				PS005_b	CB4005			parent_term	FBbt:20001760	adult posterior slope neuron 005	
513059	CL070_b		cb_intrinsic				CL070	CL070b			parent_term	FBbt:20000775	adult clamp neuron 070	
524500	AVLP224_a		cb_intrinsic				AVLP224_a	AVLP224_a			parent_term	FBbt:20000333	adult anterior ventrolateral protocerebrum neuron 224	
27212	PLP064_b		cb_intrinsic				PLP064_b	PLP064_b			parent_term	FBbt:20001564	adult posterior lateral protocerebrum neuron 064	
12937	CL071_b		cb_intrinsic				CL071	CL071b			parent_term	FBbt:20000776	adult clamp neuron 071	
16000	LAL029_b		cb_intrinsic		fru_low	Cachero 2010: aSP-d; Yu 2010: aSP13	LAL029	LAL028,LAL029			parent_term	FBbt:20001325	adult lateral accessory lobe neuron 029	
18165	lLN2P_b	ALLN	cb_intrinsic				lLN2P_b	lLN2P_b		DC	parent_term	FBbt:00049813	adult antennal lobe local neuron lLN2P	
16592	AVLP470_a		cb_intrinsic				AVLP470	AVLP470a			parent_term	FBbt:20000579	adult anterior ventrolateral protocerebrum neuron 470	
12780	AVLP475_a		cb_intrinsic				AVLP475	AVLP475a			parent_term	FBbt:20000584	adult anterior ventrolateral protocerebrum neuron 475	
11359	lLN2T_e	ALLN	cb_intrinsic				lLN2T_e	lLN2T_e		DC	parent_term	FBbt:00049816	adult antennal lobe local neuron lLN2T	
36528	CL090_d		cb_intrinsic				CL090_d	CB3931			parent_term	FBbt:20000795	adult clamp neuron 090	
109830	SIP003_b		cb_intrinsic				SIP003_b	SIP003_a			parent_term	FBbt:20002307	adult superior intermediate protocerebrum neuron 003	
11517	lLN2T_c	ALLN	cb_intrinsic				lLN2T_c	lLN2T_c		DC	parent_term	FBbt:00049816	adult antennal lobe local neuron lLN2T	
520487	AVLP024_c		cb_intrinsic				AVLP024	AVLP024c			parent_term	FBbt:20000133	adult anterior ventrolateral protocerebrum neuron 024	
517230	PS005_c		cb_intrinsic				PS005_c	CB4000			parent_term	FBbt:20001760	adult posterior slope neuron 005	
513551	CL128_e		cb_intrinsic				CL128	CL128b			parent_term	FBbt:20000833	adult clamp neuron 128	
18043	LHAV3a1_c		cb_intrinsic				LHAV3a1_c	LHAV3a1_c			parent_term	FBbt:00049344	adult lateral horn AV3a1 neuron	
15122	LHAV2g2_a		cb_intrinsic				LHAV2g2_a	LHAV2g2_a			parent_term	FBbt:00051655	adult lateral horn AV2g2 neuron	
17530	CL123_d		cb_intrinsic		fru_low	Cachero 2010: aDT-d	CL123	CL123,CRE061			parent_term	FBbt:20000828	adult clamp neuron 123	
21523	IB059_b		cb_intrinsic				IB059	IB059a			parent_term	FBbt:20001236	adult inferior bridge neuron 059	
17751	LAL147_a		cb_intrinsic				LAL147	LAL147a,LAL147b			parent_term	FBbt:20001443	adult lateral accessory lobe neuron 147	
22861	CL122_a		cb_intrinsic		fru_low	Cachero 2010: aDT-g; Yu 2010: aDT5	CL122	CL122_a			parent_term	FBbt:20000827	adult clamp neuron 122	
28284	VES024_a		cb_intrinsic		fru_low	Cachero 2010: aDT-g; Yu 2010: aDT5	VES024	VES024a			parent_term	FBbt:20003490	adult vest neuron 024	
21771	CRE080_a		cb_intrinsic		fru_low	Cachero 2010: pMP-a; Yu 2010: pMP5	CRE080	CRE080a,CRE080b			parent_term	FBbt:20001149	adult crepine neuron 080	
18825	LAL029_c		cb_intrinsic		fru_low	Cachero 2010: aSP-d; Yu 2010: aSP13	LAL029	LAL028,LAL029			parent_term	FBbt:20001325	adult lateral accessory lobe neuron 029	
108381	SMP321_a		cb_intrinsic				SMP321	CB3860			parent_term	FBbt:20003183	adult superior medial protocerebrum neuron 321	
535044	CL128a		cb_intrinsic					CL128a			parent_term	FBbt:20000833	adult clamp neuron 128	
129095	SLP240_b		cb_intrinsic				SLP240_b	SLP240_b			parent_term	FBbt:20002634	adult superior lateral protocerebrum neuron 240	
31181	WED166_d		cb_intrinsic				WED166_d	WED166_d			parent_term	FBbt:20003716	adult wedge neuron 166	
36257	PVLP008_c		cb_intrinsic				PVLP008_c	CB4051			parent_term	FBbt:20002066	adult posterior ventrolateral protocerebrum neuron 008	
18369	CL075_b		cb_intrinsic				CL075	CL075b			parent_term	FBbt:20000780	adult clamp neuron 075	
10169	lLN2F_b	ALLN	cb_intrinsic				lLN2F_b	lLN2F_b		DC	parent_term	FBbt:00049812	adult antennal lobe local neuron lLN2F	
30171	ER3a_a	CX	cb_intrinsic				ER3a_a	ER3a			parent_term	FBbt:00047039	adult ellipsoid body ring neuron R3a	
37132	PVLP008_b		cb_intrinsic				PVLP008_b	CB4051			parent_term	FBbt:20002066	adult posterior ventrolateral protocerebrum neuron 008	
46513	WED146_b		cb_intrinsic		fru_high		WED146	WED146b			parent_term	FBbt:20003696	adult wedge neuron 146	
81762	AVLP299_b		cb_intrinsic		fru_high	Cachero 2010: aIP-b	AVLP299_b	AVLP300_b			parent_term	FBbt:20000408	adult anterior ventrolateral protocerebrum neuron 299	
81352	SMP408_a		cb_intrinsic				SMP408_a	SMP408_a			parent_term	FBbt:20003270	adult superior medial protocerebrum neuron 408	
533709	AVLP299_b		cb_intrinsic		fru_high	Cachero 2010: aIP-b	AVLP299_b	AVLP299_b			parent_term	FBbt:20000408	adult anterior ventrolateral protocerebrum neuron 299	
27668	AVLP044_b		cb_intrinsic				AVLP044_b	AVLP044b			parent_term	FBbt:20000153	adult anterior ventrolateral protocerebrum neuron 044	
12354	lLN2T_e	ALLN	cb_intrinsic				lLN2T_e	lLN2T_e		DC	parent_term	FBbt:00049816	adult antennal lobe local neuron lLN2T	
40359	LHPV3b1_a		cb_intrinsic				LHPV3b1_a	CB1961,CB2796			parent_term	FBbt:00049705	adult lateral horn PV3b1 neuron	
99682	LAL133_d		cb_intrinsic				LAL133	LAL133b		CG	parent_term	FBbt:20001429	adult lateral accessory lobe neuron 133	
26130	SMP011_b		cb_intrinsic				SMP011	SMP011b			parent_term	FBbt:20002873	adult superior medial protocerebrum neuron 011	
38085	CL283_a		cb_intrinsic				CL283	CL283a			parent_term	FBbt:20000988	adult clamp neuron 283	
12308	CL071_b		cb_intrinsic				CL071	CL071b			parent_term	FBbt:20000776	adult clamp neuron 071	
513691	LAL026_a		cb_intrinsic				LAL026	CB2418,LAL026			parent_term	FBbt:20001322	adult lateral accessory lobe neuron 026	
22564	DNg12_e		descending_neuron	fl				DNg12_e	DNg12	MX	parent_term	FBbt:00047604	descending neuron of the gnathal ganglion DNg12	
22190	DNg12_e		descending_neuron	fl				DNg12_e	DNg12	MX	parent_term	FBbt:00047604	descending neuron of the gnathal ganglion DNg12	
55021	DNg12_e		descending_neuron	fl				DNg12_e	DNg12	MX	parent_term	FBbt:00047604	descending neuron of the gnathal ganglion DNg12	
20129	DNg12_e		descending_neuron	fl				DNg12_e	DNg12	MX	parent_term	FBbt:00047604	descending neuron of the gnathal ganglion DNg12	
22474	DNg12_e		descending_neuron	fl				DNg12_e	DNg12	MX	parent_term	FBbt:00047604	descending neuron of the gnathal ganglion DNg12	
26049	DNg02_a		descending_neuron	ut				DNg02_a	DNg02	LB	parent_term	FBbt:00047594	descending neuron of the gnathal ganglion DNg02	
31641	DNg02_a		descending_neuron	ut				DNg02_a	DNg02	LB	parent_term	FBbt:00047594	descending neuron of the gnathal ganglion DNg02	
25357	DNg02_d		descending_neuron	ut				DNg02_d	DNg02	LB	parent_term	FBbt:00047594	descending neuron of the gnathal ganglion DNg02	
516667	DNg02_e		descending_neuron	ut				DNg02_e	DNg02	LB	parent_term	FBbt:00047594	descending neuron of the gnathal ganglion DNg02	
20289	DNg02_g		descending_neuron	ut				DNg02_g	DNg02	LB	parent_term	FBbt:00047594	descending neuron of the gnathal ganglion DNg02	
22462	DNg02_g		descending_neuron	ut				DNg02_g	DNg02	LB	parent_term	FBbt:00047594	descending neuron of the gnathal ganglion DNg02	
20849	DNg02_b		descending_neuron	ut				DNg02_b	DNg02	LB	parent_term	FBbt:00047594	descending neuron of the gnathal ganglion DNg02	
21122	DNg02_a		descending_neuron	ut				DNg02_a	DNg02	LB	parent_term	FBbt:00047594	descending neuron of the gnathal ganglion DNg02	
22404	DNg02_a		descending_neuron	ut				DNg02_a	DNg02	LB	parent_term	FBbt:00047594	descending neuron of the gnathal ganglion DNg02	
19773	DNg02_g		descending_neuron	ut				DNg02_g	DNg02	LB	parent_term	FBbt:00047594	descending neuron of the gnathal ganglion DNg02	
302599	DNg02_c		descending_neuron	ut	fru_low	Cachero 2010: pSG-b		DNg02_c	DNg02	LB	parent_term	FBbt:00047594	descending neuron of the gnathal ganglion DNg02	
25852	DNg02_a		descending_neuron	ut				DNg02_a	DNg02	LB	parent_term	FBbt:00047594	descending neuron of the gnathal ganglion DNg02	
18183	DNg02_f		descending_neuron	ut				DNg02_f	DNg02	LB	parent_term	FBbt:00047594	descending neuron of the gnathal ganglion DNg02	
225466	DNg02_c		descending_neuron	ut	fru_low	Cachero 2010: pSG-b		DNg02_c	DNg02	LB	parent_term	FBbt:00047594	descending neuron of the gnathal ganglion DNg02	
37135	DNg02_b		descending_neuron	ut				DNg02_b	DNg02	LB	parent_term	FBbt:00047594	descending neuron of the gnathal ganglion DNg02	
30228	DNg02_a		descending_neuron	ut				DNg02_a	DNg02	LB	parent_term	FBbt:00047594	descending neuron of the gnathal ganglion DNg02	
17331	DNg02_d		descending_neuron	ut				DNg02_d	DNg02	LB	parent_term	FBbt:00047594	descending neuron of the gnathal ganglion DNg02	
22393	DNg02_a		descending_neuron	ut				DNg02_a	DNg02	LB	parent_term	FBbt:00047594	descending neuron of the gnathal ganglion DNg02	
525126	DNg02_c		descending_neuron	ut	fru_low	Cachero 2010: pSG-b		DNg02_c	DNg02	LB	parent_term	FBbt:00047594	descending neuron of the gnathal ganglion DNg02	
33424	DNg02_b		descending_neuron	ut				DNg02_b	DNg02	LB	parent_term	FBbt:00047594	descending neuron of the gnathal ganglion DNg02	
23411	DNg02_a		descending_neuron	ut				DNg02_a	DNg02	LB	parent_term	FBbt:00047594	descending neuron of the gnathal ganglion DNg02	
20962	DNg02_f		descending_neuron	ut				DNg02_f	DNg02	LB	parent_term	FBbt:00047594	descending neuron of the gnathal ganglion DNg02	
295340	DNg02_c		descending_neuron	ut	fru_low	Cachero 2010: pSG-b		DNg02_c	DNg02	LB	parent_term	FBbt:00047594	descending neuron of the gnathal ganglion DNg02	
22596	DNg12_e		descending_neuron	fl				DNg12_e	DNg12	MX	parent_term	FBbt:00047604	descending neuron of the gnathal ganglion DNg12	
262979	DNg02_b		descending_neuron	ut				DNg02_b	DNg02	LB	parent_term	FBbt:00047594	descending neuron of the gnathal ganglion DNg02	
28905	DNg02_a		descending_neuron	ut				DNg02_a	DNg02	LB	parent_term	FBbt:00047594	descending neuron of the gnathal ganglion DNg02	
33333	DNg02_g		descending_neuron	ut				DNg02_g	DNg02	LB	parent_term	FBbt:00047594	descending neuron of the gnathal ganglion DNg02	
26079	DNg02_b		descending_neuron	ut				DNg02_b	DNg02	LB	parent_term	FBbt:00047594	descending neuron of the gnathal ganglion DNg02	
177685	DNg02_e		descending_neuron	ut				DNg02_e	DNg02	LB	parent_term	FBbt:00047594	descending neuron of the gnathal ganglion DNg02	
35988	DNg02_a		descending_neuron	ut				DNg02_a	DNg02	LB	parent_term	FBbt:00047594	descending neuron of the gnathal ganglion DNg02	
76102	TmY9a		ol_intrinsic					TmY9q__perp			parent_term	FBbt:00003827	transmedullary Y neuron TmY9	
40990	TmY9a		ol_intrinsic					TmY9q__perp			parent_term	FBbt:00003827	transmedullary Y neuron TmY9	
72105	TmY9a		ol_intrinsic					TmY9q__perp			parent_term	FBbt:00003827	transmedullary Y neuron TmY9	
70146	TmY9a		ol_intrinsic					TmY9q__perp			parent_term	FBbt:00003827	transmedullary Y neuron TmY9	
517696	TmY9a		ol_intrinsic					TmY9q__perp			parent_term	FBbt:00003827	transmedullary Y neuron TmY9	
57523	TmY9b		ol_intrinsic					TmY9q			parent_term	FBbt:00003827	transmedullary Y neuron TmY9	
145511	TmY9b		ol_intrinsic					TmY9q			parent_term	FBbt:00003827	transmedullary Y neuron TmY9	
73684	TmY9b		ol_intrinsic					TmY9q			parent_term	FBbt:00003827	transmedullary Y neuron TmY9	
25546	Pm2a		ol_intrinsic					Pm03			parent_term	FBbt:00003835	proximal medullary amacrine neuron Pm2	
39820	TmY9b		ol_intrinsic					TmY9q			parent_term	FBbt:00003827	transmedullary Y neuron TmY9	
24369	Pm2a		ol_intrinsic					Pm03			parent_term	FBbt:00003835	proximal medullary amacrine neuron Pm2	
34426	TmY9b		ol_intrinsic					TmY9q			parent_term	FBbt:00003827	transmedullary Y neuron TmY9	
31005	Pm2a		ol_intrinsic					Pm03			parent_term	FBbt:00003835	proximal medullary amacrine neuron Pm2	
20467	Pm2a		ol_intrinsic					Pm03			parent_term	FBbt:00003835	proximal medullary amacrine neuron Pm2	
141332	TmY9b		ol_intrinsic					TmY9q			parent_term	FBbt:00003827	transmedullary Y neuron TmY9	
539818	Li34b		ol_intrinsic					Li09			parent_term	FBbt:20007243	adult Li34 neuron	
70098	TmY9a		ol_intrinsic					TmY9q__perp			parent_term	FBbt:00003827	transmedullary Y neuron TmY9	
93641	TmY9a		ol_intrinsic					TmY9q__perp			parent_term	FBbt:00003827	transmedullary Y neuron TmY9	
526446	Pm2b		ol_intrinsic					Pm08			parent_term	FBbt:00003835	proximal medullary amacrine neuron Pm2	
23907	TmY9a		ol_intrinsic					TmY9q__perp			parent_term	FBbt:00003827	transmedullary Y neuron TmY9	
70550	TmY9a		ol_intrinsic					TmY9q__perp			parent_term	FBbt:00003827	transmedullary Y neuron TmY9	
19134	Pm2b		ol_intrinsic					Pm08			parent_term	FBbt:00003835	proximal medullary amacrine neuron Pm2	
33575	Pm2a		ol_intrinsic					Pm03			parent_term	FBbt:00003835	proximal medullary amacrine neuron Pm2	
