accession	type	class	superclass	subclass	fruDsx	synonyms	hemibrainType	flywireType	mancType	somaNeuromere	specificity	FBbt_id	FBbt_name	references
13117	PS156		cb_intrinsic				PS156	PS156				FBbt:20001911	adult posterior slope neuron 156	
19327	PS313		cb_intrinsic					CB0368				FBbt:20004151	adult CB0368 neuron	
32051	hDeltaD	CX	cb_intrinsic				hDeltaD	hDeltaD				FBbt:00052280	adult fan-shaped body horizontal delta neuron D	
74127	CB1576		cb_intrinsic					CB1576				FBbt:20005209	adult CB1576 neuron	
71779	hDeltaL	CX	cb_intrinsic		fru_low		hDeltaL	hDeltaL				FBbt:00052288	adult fan-shaped body horizontal delta neuron L	
533667	LAL127		cb_intrinsic				LAL127	LAL127				FBbt:20001423	adult lateral accessory lobe neuron 127	
80579	PS110		cb_intrinsic				PS110	CB2582				FBbt:20006123	adult CB2582 neuron	
105377	v2LN34C	ALLN	cb_intrinsic				v2LN34C	CB3633				FBbt:20007070	adult CB3633 neuron	
297139	PAM04	DAN	cb_intrinsic				PAM04	PAM04				FBbt:00110993	dopaminergic PAM neuron 4	
39083	CB3140		cb_intrinsic					CB3140				FBbt:20006627	adult CB3140 neuron	
143454	CB1823		cb_intrinsic					CB1823				FBbt:20005426	adult CB1823 neuron	
14308	ER4m	CX	cb_intrinsic				ER4m	ER4m				FBbt:00007537	adult ellipsoid body ring neuron R4m	
515019	GNG034		cb_intrinsic					CB0468		LB		FBbt:20004232	adult CB0468 neuron	
88008	LHPV5b3		cb_intrinsic				LHPV5b3	LHPV5b3				FBbt:00049412	adult lateral horn PV5b3 neuron	
195138	PFNp_d	CX	cb_intrinsic				PFNp_d	PFNp				FBbt:00111404	protocerebral bridge 1 glomerulus-fan-shaped body-nodulus 3 posterior domain neuron	
67809	KCa'b'-m	Kenyon_Cell	cb_intrinsic				KCa'b'-m	KCapbp-m				FBbt:00100253	alpha'/beta' middle Kenyon cell	
13626	AVLP157		cb_intrinsic				AVLP157	AVLP157				FBbt:20000266	adult anterior ventrolateral protocerebrum neuron 157	
78544	KCab-s	Kenyon_Cell	cb_intrinsic				KCab-m,KCab-c,KCab-s	KCab				FBbt:00100248	alpha/beta Kenyon cell	
18959	VP2+VC5_l2PN	ALPN	cb_intrinsic	BI			VP2+VC5_l2PN	VP2+VC5_l2PN		DC		FBbt:00049731	adult antennal lobe projection neuron VP2+VM6 l2PN	
516666	hDeltaH	CX	cb_intrinsic				hDeltaH	hDeltaH				FBbt:00052284	adult fan-shaped body horizontal delta neuron H	
21269	aIPg4		cb_intrinsic		fru_low	Cachero 2010: aIP-g; Yu 2010: pIP6	aIPg4	CB1877				FBbt:20005475	adult CB1877 neuron	
80218	IB054		cb_intrinsic				IB054	CB2708				FBbt:20006235	adult CB2708 neuron	
516557	IB025		cb_intrinsic				IB025	IB025				FBbt:20001202	adult inferior bridge neuron 025	
17488	KCa'b'-ap2	Kenyon_Cell	cb_intrinsic				KCa'b'-ap2	KCapbp-ap2				FBbt:00049837	alpha'/beta' anterior-posterior type 2 Kenyon cell	
89461	KCa'b'-ap2	Kenyon_Cell	cb_intrinsic				KCa'b'-ap2	KCapbp-ap2				FBbt:00049837	alpha'/beta' anterior-posterior type 2 Kenyon cell	
21047	SAD040		cb_intrinsic				SAD040	SAD040		TC		FBbt:20002249	adult saddle neuron 040	
512010	SAD040		cb_intrinsic				SAD040	SAD040		TC		FBbt:20002249	adult saddle neuron 040	
46566	KCa'b'-ap2	Kenyon_Cell	cb_intrinsic				KCa'b'-ap2	KCapbp-ap2				FBbt:00049837	alpha'/beta' anterior-posterior type 2 Kenyon cell	
61334	KCa'b'-m	Kenyon_Cell	cb_intrinsic				KCa'b'-m	KCapbp-m				FBbt:00100253	alpha'/beta' middle Kenyon cell	
13936	LHPV2g1		cb_intrinsic				LHPV2g1	LHPV2g1				FBbt:00051795	adult lateral horn PV2g1 neuron	
24064	LHPV2a1_c		cb_intrinsic				LHPV2a1_c	LHPV2a1_c				FBbt:20006932	adult LHPV2a1_c neuron	
113818	SMP209		cb_intrinsic		fru_low		SMP209	CB1169				FBbt:20004840	adult CB1169 neuron	
17027	DL2v_adPN	ALPN	cb_intrinsic				DL2v_adPN	DL2v_adPN				FBbt:00100388	adult antennal lobe projection neuron DL2v adPN	
26845	DL2v_adPN	ALPN	cb_intrinsic				DL2v_adPN	DL2v_adPN				FBbt:00100388	adult antennal lobe projection neuron DL2v adPN	
83331	SMP412		cb_intrinsic				SMP412	CB3076				FBbt:20006572	adult CB3076 neuron	
56207	lLN13	ALLN	cb_intrinsic				lLN13	CB1546		DC		FBbt:20005183	adult CB1546 neuron	
16637	CL095		cb_intrinsic				CL095	CL095				FBbt:20000800	adult clamp neuron 095	
10569	DC1_adPN	ALPN	cb_intrinsic				DC1_adPN	DC1_adPN				FBbt:00067014	adult antennal lobe projection neuron DC1 adPN	
60363	ATL022		cb_intrinsic				ATL022	ATL022				FBbt:20000086	adult antler neuron 022	
37360	CB2342		cb_intrinsic					CB2342				FBbt:20005900	adult CB2342 neuron	
25433	CB2004	ALPN	cb_intrinsic				M_vPNml56,M_vPNml58	CB2004				FBbt:20003833	adult multiglomerular antennal lobe projection neuron type 56 vPN	
29371	CB1995		cb_intrinsic					CB1995		CG		FBbt:20005583	adult CB1995 neuron	
12207	WEDPN7A		cb_intrinsic				WEDPN7A	CB2925				FBbt:20006433	adult CB2925 neuron	
564469	CL189		cb_intrinsic				CL188,CL189	CB1451				FBbt:20005097	adult CB1451 neuron	
12285	SMP597		cb_intrinsic				SMP597	SMP597				FBbt:20003459	adult superior medial protocerebrum neuron 597	
14212	CSD		cb_intrinsic				CSD	CSD				FBbt:00007405	adult CSD interneuron	
83508	SMP136		cb_intrinsic				SMP136	CB1871				FBbt:20005469	adult CB1871 neuron	
13360	SMP164		cb_intrinsic				SMP164	SMP164				FBbt:20003026	adult superior medial protocerebrum neuron 164	
25196	PRW012		cb_intrinsic					CB3696				FBbt:20007126	adult CB3696 neuron	
10454	PS307		cb_intrinsic					CB0567				FBbt:20004314	adult CB0567 neuron	
30738	SAD003		cb_intrinsic				SAD003	SAD003				FBbt:20002212	adult saddle neuron 003	
111385	WED101		cb_intrinsic				WED101	WED101		CG		FBbt:20003651	adult wedge neuron 101	
48388	AOTU060		cb_intrinsic				AOTU060	AOTU060		CG		FBbt:20000059	adult anterior optic tubercle neuron 060	
61327	AOTU060		cb_intrinsic				AOTU060	AOTU060		CG		FBbt:20000059	adult anterior optic tubercle neuron 060	
28434	PAM10	DAN	cb_intrinsic				PAM10	PAM10				FBbt:00110994	dopaminergic PAM neuron 10	
15232	ATL006		cb_intrinsic				ATL006	ATL006				FBbt:20000070	adult antler neuron 006	
529641	LAL018		cb_intrinsic				LAL018	LAL018				FBbt:20001314	adult lateral accessory lobe neuron 018	
579932	SLP438		cb_intrinsic				SLP438	SLP438				FBbt:20002832	adult superior lateral protocerebrum neuron 438	
45149	M_vPNml80	ALPN	cb_intrinsic				M_vPNml80	M_vPNml80				FBbt:20003855	adult multiglomerular antennal lobe projection neuron type 80 vPN	
14019	lLN10	ALLN	cb_intrinsic				lLN10	lLN10		DC		FBbt:20003744	adult antennal lobe local neuron lLN10	
16087	AVLP446		cb_intrinsic				AVLP446	AVLP446				FBbt:20000555	adult anterior ventrolateral protocerebrum neuron 446	
17571	SMP037		cb_intrinsic				SMP037	SMP037				FBbt:20002899	adult superior medial protocerebrum neuron 037	
10386	PVLP031		cb_intrinsic				PVLP031	CB3416				FBbt:20006877	adult CB3416 neuron	
529271	AOTU051		cb_intrinsic				AOTU051	AOTU051		CG		FBbt:20000050	adult anterior optic tubercle neuron 051	
53975	PLP099		cb_intrinsic				PLP099	PLP099				FBbt:20001599	adult posterior lateral protocerebrum neuron 099	
46977	AVLP149		cb_intrinsic				AVLP149	AVLP149		CG		FBbt:20000258	adult anterior ventrolateral protocerebrum neuron 149	
47472	AVLP149		cb_intrinsic				AVLP149	AVLP149		CG		FBbt:20000258	adult anterior ventrolateral protocerebrum neuron 149	
89105	SMP275		cb_intrinsic				SMP275	CB3152				FBbt:20006638	adult CB3152 neuron	
102813	CB1803		cb_intrinsic					CB1803				FBbt:20005406	adult CB1803 neuron	
77750	WED143_a		cb_intrinsic				WED143	CB1881				FBbt:20005478	adult CB1881 neuron	
544278	WED143_a		cb_intrinsic				WED143	CB1881				FBbt:20005478	adult CB1881 neuron	
17666	PS160		cb_intrinsic				PS160	PS160				FBbt:20001915	adult posterior slope neuron 160	
580028	IB035		cb_intrinsic				IB035	CB1853				FBbt:20005452	adult CB1853 neuron	
72678	KCg-m	Kenyon_Cell	cb_intrinsic				KCg-m	KCg-m				FBbt:00111061	gamma main Kenyon cell	
82646	KCg-m	Kenyon_Cell	cb_intrinsic				KCg-m	KCg-m				FBbt:00111061	gamma main Kenyon cell	
57387	KCa'b'-m	Kenyon_Cell	cb_intrinsic				KCa'b'-m	KCapbp-m				FBbt:00100253	alpha'/beta' middle Kenyon cell	
154930	CB2081_a		cb_intrinsic		fru_high			CB2081				FBbt:20005662	adult CB2081 neuron	
19743	VA7m_lPN	ALPN	cb_intrinsic				VA7m_lPN	VA7m_lPN		DC		FBbt:00067365	adult antennal lobe projection neuron VA7m lPN	
65732	WED143_a		cb_intrinsic				WED143	CB1881				FBbt:20005478	adult CB1881 neuron	
527254	CB3396		cb_intrinsic					CB3396				FBbt:20006857	adult CB3396 neuron	
17609	PVLP007		cb_intrinsic				PVLP007	PVLP007				FBbt:20002065	adult posterior ventrolateral protocerebrum neuron 007	
11815	PLP015		cb_intrinsic				PLP015	PLP015				FBbt:20001515	adult posterior lateral protocerebrum neuron 015	
533704	PLP015		cb_intrinsic				PLP015	PLP015				FBbt:20001515	adult posterior lateral protocerebrum neuron 015	
43532	SIP034		cb_intrinsic				SIP034	SIP034				FBbt:20002338	adult superior intermediate protocerebrum neuron 034	
174450	SIP034		cb_intrinsic				SIP034	SIP034				FBbt:20002338	adult superior intermediate protocerebrum neuron 034	
50746	KCa'b'-ap1	Kenyon_Cell	cb_intrinsic				KCa'b'-ap1	KCapbp-ap1				FBbt:00049836	alpha'/beta' anterior-posterior type 1 Kenyon cell	
65768	KCa'b'-ap1	Kenyon_Cell	cb_intrinsic				KCa'b'-ap1	KCapbp-ap1				FBbt:00049836	alpha'/beta' anterior-posterior type 1 Kenyon cell	
18073	CL352		cb_intrinsic				CL352	CL352				FBbt:20001057	adult clamp neuron 352	
92290	CL353		cb_intrinsic				CL353	CB2878				FBbt:20006389	adult CB2878 neuron	
91037	CL182		cb_intrinsic				CL182	CL182				FBbt:20000887	adult clamp neuron 182	
76490	CB2896		cb_intrinsic					CB2896				FBbt:20006405	adult CB2896 neuron	
523950	CB2896		cb_intrinsic					CB2896				FBbt:20006405	adult CB2896 neuron	
82167	SLP330		cb_intrinsic				SLP330	CB3777				FBbt:20007196	adult CB3777 neuron	
513829	SLP328		cb_intrinsic				SLP328	CB3775				FBbt:20007194	adult CB3775 neuron	
19059	SLP391		cb_intrinsic		fru_high	Cachero 2010: pSP-a	SLP391	SLP391				FBbt:20002785	adult superior lateral protocerebrum neuron 391	
13035	GNG313		cb_intrinsic					CB0341		LB		FBbt:20004128	adult CB0341 neuron	
45085	CB2869		cb_intrinsic					CB2869				FBbt:20006382	adult CB2869 neuron	
18015	DM6_adPN	ALPN	cb_intrinsic				DM6_adPN	DM6_adPN				FBbt:00067360	adult antennal lobe projection neuron DM6 adPN	
142931	CB1168		cb_intrinsic					CB1168				FBbt:20004839	adult CB1168 neuron	
19579	VC4_adPN	ALPN	cb_intrinsic		fru_low	Cachero 2010: aDT-a; Yu 2010: aDT3	VC4_adPN	VC4_adPN				FBbt:00100383	adult antennal lobe projection neuron VC4 adPN	
10867	PVLP076		cb_intrinsic				PVLP076	PVLP076				FBbt:20002134	adult posterior ventrolateral protocerebrum neuron 076	
512579	SMP089		cb_intrinsic				SMP089	SMP089				FBbt:20002951	adult superior medial protocerebrum neuron 089	
57394	M_vPNml53	ALPN	cb_intrinsic				M_vPNml53	M_vPNml53				FBbt:20003830	adult multiglomerular antennal lobe projection neuron type 53 vPN	
541479	SMP452		cb_intrinsic				SMP452	SMP452				FBbt:20003314	adult superior medial protocerebrum neuron 452	
26451	AVLP042		cb_intrinsic				AVLP042	AVLP042				FBbt:20000151	adult anterior ventrolateral protocerebrum neuron 042	
63413	CB0975		cb_intrinsic		coexpress_low	Wang 2020a: pMP1; Rideout 2010: pC3; Zhou 2014: pCd; Nojima 2021: pCd-1; Allen 2025: pMP-z		CB0975		CG		FBbt:20004662	adult CB0975 neuron	
25129	AOTU051		cb_intrinsic				AOTU051	AOTU051		CG		FBbt:20000050	adult anterior optic tubercle neuron 051	
151869	AOTU053		cb_intrinsic				AOTU053	AOTU053		CG		FBbt:20000052	adult anterior optic tubercle neuron 053	
512518	CB1607		cb_intrinsic					CB1607				FBbt:20005236	adult CB1607 neuron	
523863	LAL196		cb_intrinsic				LAL196	LAL196				FBbt:20001492	adult lateral accessory lobe neuron 196	
580144	LAL089		cb_intrinsic				LAL089	LAL089				FBbt:20001385	adult lateral accessory lobe neuron 089	
31272	PLP106		cb_intrinsic				PLP106	PLP106				FBbt:20001606	adult posterior lateral protocerebrum neuron 106	
45630	PLP108		cb_intrinsic				PLP108	PLP108				FBbt:20001608	adult posterior lateral protocerebrum neuron 108	
12755	LAL182		cb_intrinsic				LAL182	LAL182				FBbt:20001478	adult lateral accessory lobe neuron 182	
516434	v2LN39a	ALLN	cb_intrinsic					v2LN39a				FBbt:20003770	adult antennal lobe local neuron v2LN39A	
530123	PS221		cb_intrinsic				PS221	PS221				FBbt:20001976	adult posterior slope neuron 221	
529571	VES087		cb_intrinsic					CB0865				FBbt:20004562	adult CB0865 neuron	
68850	lLN8	ALLN	cb_intrinsic				lLN8	lLN8		DC		FBbt:20003742	adult antennal lobe local neuron lLN8	
24875	AVLP525		cb_intrinsic				AVLP525,CL277	CB1543		CG		FBbt:20005180	adult CB1543 neuron	
28109	AVLP525		cb_intrinsic				AVLP525,CL277	CB1543		CG		FBbt:20005180	adult CB1543 neuron	
21833	CRE078		cb_intrinsic				CRE078	CRE078				FBbt:20001147	adult crepine neuron 078	
50507	CB2343		cb_intrinsic					CB2343				FBbt:20005901	adult CB2343 neuron	
24075	PVLP033		cb_intrinsic				PVLP033	PVLP033				FBbt:20002091	adult posterior ventrolateral protocerebrum neuron 033	
15605	CL326		cb_intrinsic				CL326	CL326				FBbt:20001031	adult clamp neuron 326	
123544	KCab-s	Kenyon_Cell	cb_intrinsic				KCab-m,KCab-c,KCab-s	KCab				FBbt:00100248	alpha/beta Kenyon cell	
155526	TuBu05		cb_intrinsic				TuBu05	TuBu05				FBbt:00051222	adult tubercle-bulb neuron 05	
525780	MBON04	MBON	cb_intrinsic				MBON04	MBON04				FBbt:00111014	mushroom body output neuron 4	
16922	l2LN23	ALLN	cb_intrinsic				l2LN23	l2LN23		DC		FBbt:20003739	adult antennal lobe local neuron l2LN23	
16998	CB2539		cb_intrinsic				SMP300,SMP301	CB2539				FBbt:20006081	adult CB2539 neuron	
12653	DA1_lPN	ALPN	cb_intrinsic		fru_high	Cachero 2010: aDT-e	DA1_lPN	DA1_lPN		DC		FBbt:00067363	adult antennal lobe projection neuron DA1 lPN	
10802	PLP148		cb_intrinsic				PLP148	PLP148				FBbt:20001648	adult posterior lateral protocerebrum neuron 148	
18586	PFR_a	CX	cb_intrinsic				PFR_a	PFR_a				FBbt:00111424	adult protocerebral bridge 1 glomerulus-fan-shaped body-round body type a neuron	
10153	SAD051_b		cb_intrinsic		fru_high	Cachero 2010: aDT-e; Vaughan 2014: aPN1	SAD051_b	CB1542		DC		FBbt:20005179	adult CB1542 neuron	
520587	SMP390		cb_intrinsic				SMP390	SMP390				FBbt:20003252	adult superior medial protocerebrum neuron 390	
18536	D_adPN	ALPN	cb_intrinsic		fru_low	Cachero 2010: aDT-a; Yu 2010: aDT3	D_adPN	D_adPN				FBbt:00067355	adult antennal lobe projection neuron D adPN	
34748	AVLP051		cb_intrinsic				AVLP051	AVLP051				FBbt:20000160	adult anterior ventrolateral protocerebrum neuron 051	
62891	KCg-m	Kenyon_Cell	cb_intrinsic				KCg-m	KCg-m				FBbt:00111061	gamma main Kenyon cell	
15671	PS262		cb_intrinsic				PS262	PS262				FBbt:20002017	adult posterior slope neuron 262	
21793	PS239		cb_intrinsic				PS239	PS239				FBbt:20001994	adult posterior slope neuron 239	
141420	SIP042_b		cb_intrinsic				SIP042_b	CB1126				FBbt:20004804	adult CB1126 neuron	
20506	PRW044		cb_intrinsic					CB1049		LB		FBbt:20004731	adult CB1049 neuron	
36733	PRW044		cb_intrinsic					CB1049		LB		FBbt:20004731	adult CB1049 neuron	
36578	AOTU062		cb_intrinsic		fru_low	Cachero 2010: pIP-e; Yu 2010: pIP5	AOTU062	AOTU062		CG		FBbt:20000061	adult anterior optic tubercle neuron 062	
37410	AOTU062		cb_intrinsic		fru_low	Cachero 2010: pIP-e; Yu 2010: pIP5	AOTU062	AOTU062		CG		FBbt:20000061	adult anterior optic tubercle neuron 062	
153035	PAM04	DAN	cb_intrinsic				PAM04	PAM04				FBbt:00110993	dopaminergic PAM neuron 4	
169674	PAM04	DAN	cb_intrinsic				PAM04	PAM04				FBbt:00110993	dopaminergic PAM neuron 4	
105922	WED103		cb_intrinsic				WED103	WED103		CG		FBbt:20003653	adult wedge neuron 103	
523020	WED101		cb_intrinsic				WED101	WED101		CG		FBbt:20003651	adult wedge neuron 101	
514917	PLP218		cb_intrinsic				PLP218	PLP218				FBbt:20001718	adult posterior lateral protocerebrum neuron 218	
515015	MBON30	MBON	cb_intrinsic				MBON30	MBON30				FBbt:00049850	mushroom body output neuron 30	
104845	KCa'b'-ap2	Kenyon_Cell	cb_intrinsic				KCa'b'-ap2	KCapbp-ap2				FBbt:00049837	alpha'/beta' anterior-posterior type 2 Kenyon cell	
20936	PLP161		cb_intrinsic				PLP161	PLP161				FBbt:20001661	adult posterior lateral protocerebrum neuron 161	
14729	PFL2	CX	cb_intrinsic				PFL2	PFL2				FBbt:00111451	adult protocerebral bridge 1 glomerulus-fan-shaped body layers 4 and 5-bilateral lateral accessory lobe neuron	
142608	KCa'b'-m	Kenyon_Cell	cb_intrinsic				KCa'b'-m	KCapbp-m				FBbt:00100253	alpha'/beta' middle Kenyon cell	
30021	M_lPNm11C	ALPN	cb_intrinsic				M_lPNm11C	M_lPNm11C		DC		FBbt:20003802	adult multiglomerular antennal lobe projection neuron type 11C lPN	
32267	AMMC036		cb_intrinsic					CB0957		LB		FBbt:20004645	adult CB0957 neuron	
57832	CB0431		cb_intrinsic					CB0431				FBbt:20004198	adult CB0431 neuron	
109565	CB3339		cb_intrinsic		fru_low			CB3339				FBbt:20006805	adult CB3339 neuron	
27252	Z_lvPNm1	SEZPN	cb_intrinsic	BI			Z_lvPNm1	CB2388		TC		FBbt:20007478	adult CB2388 neuron	
14042	GNG509		cb_intrinsic					CB0522		LB		FBbt:20004275	adult CB0522 neuron	
20096	AOTU036		cb_intrinsic				AOTU036	AOTU036				FBbt:20000035	adult anterior optic tubercle neuron 036	
16972	CB0046		cb_intrinsic					CB0046				FBbt:20003900	adult CB0046 neuron	
527695	CL259		cb_intrinsic				CL259	CL259				FBbt:20000964	adult clamp neuron 259	
16910	ATL031		cb_intrinsic				ATL031	ATL031				FBbt:20000095	adult antler neuron 031	
50536	CB1464		cb_intrinsic				WED135,WED136	CB1464				FBbt:20005108	adult CB1464 neuron	
71362	CB1464		cb_intrinsic				WED135,WED136	CB1464				FBbt:20005108	adult CB1464 neuron	
64023	KCa'b'-ap2	Kenyon_Cell	cb_intrinsic				KCa'b'-ap2	KCapbp-ap2				FBbt:00049837	alpha'/beta' anterior-posterior type 2 Kenyon cell	
207547	GNG626		cb_intrinsic					CB1021		MX		FBbt:20004705	adult CB1021 neuron	
530790	PLP128		cb_intrinsic				PLP128	PLP128				FBbt:20001628	adult posterior lateral protocerebrum neuron 128	
21018	hDeltaA	CX	cb_intrinsic		fru_low		hDeltaA	hDeltaA				FBbt:00052277	adult fan-shaped body horizontal delta neuron A	
103414	M_adPNm8	ALPN	cb_intrinsic				M_adPNm8	M_adPNm8				FBbt:20003794	adult multiglomerular antennal lobe projection neuron type 8 adPN	
13684	VC3_adPN	ALPN	cb_intrinsic		fru_low	Cachero 2010: aDT-a; Yu 2010: aDT3		VC3_adPN				FBbt:00100387	adult antennal lobe projection neuron VC3 adPN	
58730	FR1	CX	cb_intrinsic				FR1	FR1				FBbt:00051235	adult fan-shaped body 1 column-rubus neuron 1	
74380	KCa'b'-ap1	Kenyon_Cell	cb_intrinsic				KCa'b'-ap1	KCapbp-ap1				FBbt:00049836	alpha'/beta' anterior-posterior type 1 Kenyon cell	
11407	CL002		cb_intrinsic				CL002	CL002				FBbt:20000707	adult clamp neuron 002	
49455	CL274		cb_intrinsic				CL274	CB1888		CG		FBbt:20005484	adult CB1888 neuron	
512457	PS158		cb_intrinsic				PS158	PS158				FBbt:20001913	adult posterior slope neuron 158	
162929	IB004_b		cb_intrinsic				IB004	CB2259				FBbt:20005827	adult CB2259 neuron	
17201	LAL175		cb_intrinsic				LAL175	LAL175				FBbt:20001471	adult lateral accessory lobe neuron 175	
11857	SLP462		cb_intrinsic				SLP462	SLP462				FBbt:20002856	adult superior lateral protocerebrum neuron 462	
66428	CB0951		cb_intrinsic					CB0951				FBbt:20004641	adult CB0951 neuron	
512580	pC1x_b		cb_intrinsic		dsx_high	Lee 2002, Rideout 2010, Nojima 2021: pC1, Sten 2025: pC1x	pC1b	pC1b				FBbt:00047348	adult doublesex pC1 (male) neuron	
173920	SMP091		cb_intrinsic				SMP091,CL041	SMP091				FBbt:20002953	adult superior medial protocerebrum neuron 091	
113898	CB2319		cb_intrinsic				CL297	CB2319				FBbt:20005880	adult CB2319 neuron	
14784	CB0431		cb_intrinsic					CB0431				FBbt:20004198	adult CB0431 neuron	
542560	PLP073		cb_intrinsic				PLP073	PLP073				FBbt:20001573	adult posterior lateral protocerebrum neuron 073	
139886	CB1914		cb_intrinsic		fru_high			CB1914				FBbt:20005510	adult CB1914 neuron	
11192	CRE040		cb_intrinsic				CRE040	CRE040				FBbt:20001109	adult crepine neuron 040	
71843	SMP204		cb_intrinsic				SMP204	SMP204				FBbt:20003066	adult superior medial protocerebrum neuron 204	
35939	PVLP063		cb_intrinsic				PVLP063	CB3461				FBbt:20006916	adult CB3461 neuron	
178455	CRE005		cb_intrinsic				CRE005	CRE005				FBbt:20001074	adult crepine neuron 005	
12162	LHCENT1		cb_intrinsic				LHCENT1	LHCENT1				FBbt:00049794	adult lateral horn centrifugal neuron 1	
56452	SMP020		cb_intrinsic		fru_low		SMP020	SMP020				FBbt:20002882	adult superior medial protocerebrum neuron 020	
558117	CL048		cb_intrinsic				CL048	CL048				FBbt:20000753	adult clamp neuron 048	
10357	CB0381		cb_intrinsic					CB0381		CG		FBbt:20004161	adult CB0381 neuron	
14737	AVLP578		cb_intrinsic				AVLP578	AVLP578				FBbt:20000687	adult anterior ventrolateral protocerebrum neuron 578	
15950	PS279		cb_intrinsic		fru_low	fru-M-100106,fru-M-300118,fru-M-400005	PS279(hb1499087543)	PS279				FBbt:20002034	adult posterior slope neuron 279	
37611	LAL136_b		cb_intrinsic				LAL136_b	CB1355				FBbt:20005011	adult CB1355 neuron	
53200	SMP087		cb_intrinsic		fru_low	Cachero 2010: aSP-a; Yu 2010: aSP2	SMP087	SMP087				FBbt:20002949	adult superior medial protocerebrum neuron 087	
86259	CRE092		cb_intrinsic		fru_low	Cachero 2010: pMP-a; Yu 2010: pMP5	CRE092	CB2632				FBbt:20006165	adult CB2632 neuron	
12023	VA3_adPN	ALPN	cb_intrinsic		fru_low	Cachero 2010: aDT-a; Yu 2010: aDT3	VA3_adPN	VA3_adPN				FBbt:00067356	adult antennal lobe projection neuron VA3 adPN	
10173	PVLP151		cb_intrinsic				PVLP151	PVLP151				FBbt:20002209	adult posterior ventrolateral protocerebrum neuron 151	
44199	WED143_b		cb_intrinsic				WED143	CB1283				FBbt:20004948	adult CB1283 neuron	
383941	LAL135		cb_intrinsic				LAL135	LAL135				FBbt:20001431	adult lateral accessory lobe neuron 135	
44861	CL199		cb_intrinsic				CL199	CL199				FBbt:20000904	adult clamp neuron 199	
523876	WED204		cb_intrinsic					CB2139		MD		FBbt:20005716	adult CB2139 neuron	
25390	IB022		cb_intrinsic				IB022	IB022				FBbt:20001199	adult inferior bridge neuron 022	
38272	CRE105		cb_intrinsic				CRE105	CRE105				FBbt:20001174	adult crepine neuron 105	
24185	WED091		cb_intrinsic				WED092	WED091				FBbt:20003641	adult wedge neuron 091	
29824	M_adPNm4	ALPN	cb_intrinsic				M_adPNm4	M_adPNm4				FBbt:20003790	adult multiglomerular antennal lobe projection neuron type 4 adPN	
69210	KCa'b'-ap2	Kenyon_Cell	cb_intrinsic				KCa'b'-ap2	KCapbp-ap2				FBbt:00049837	alpha'/beta' anterior-posterior type 2 Kenyon cell	
97678	PFNv	CX	cb_intrinsic				PFNv	PFNv				FBbt:00111512	protocerebral bridge 1 glomerulus-fan-shaped body-nodulus 2 ventral domain neuron	
85438	SLP217		cb_intrinsic				SLP217	CB1696				FBbt:20005312	adult CB1696 neuron	
522706	LAL207		cb_intrinsic				(hb1760327095)	CB0689				FBbt:20004419	adult CB0689 neuron	
519141	SMP148		cb_intrinsic				SMP148	AOTUv1A_T01				FBbt:20003010	adult superior medial protocerebrum neuron 148	
26953	LHPD2a2		cb_intrinsic				LHPD2a2	CB3110				FBbt:20006599	adult CB3110 neuron	
10288	CB0582		cb_intrinsic					CB0582		GNG		FBbt:20004326	adult CB0582 neuron	
551700	KCab-s	Kenyon_Cell	cb_intrinsic				KCab-m,KCab-c,KCab-s	KCab				FBbt:00100248	alpha/beta Kenyon cell	
12725	GNG509		cb_intrinsic					CB0522		LB		FBbt:20004275	adult CB0522 neuron	
14275	LHPV7c1		cb_intrinsic				LHPV7c1	LHPV7c1				FBbt:00049793	adult lateral horn PV7c1 neuron	
68558	AVLP049		cb_intrinsic				AVLP049	AVLP049				FBbt:20000158	adult anterior ventrolateral protocerebrum neuron 049	
76574	CB1428		cb_intrinsic					CB1428				FBbt:20005074	adult CB1428 neuron	
10168	OA-VUMa6		cb_intrinsic				OA-VUMa6,OA-VUMa7	OA-VUMa6		MD		FBbt:00047935	octopaminergic VUMa6 neuron	
60421	CB2035		cb_intrinsic		fru_low			CB2035				FBbt:20005621	adult CB2035 neuron	
11439	AVLP023		cb_intrinsic				AVLP023	AVLP023				FBbt:20000132	adult anterior ventrolateral protocerebrum neuron 023	
11252	PVLP017		cb_intrinsic				PVLP017	PVLP017				FBbt:20002075	adult posterior ventrolateral protocerebrum neuron 017	
14939	PLP259		cb_intrinsic					CB0053				FBbt:20003906	adult CB0053 neuron	
559141	CB0625		cb_intrinsic					CB0625		LB		FBbt:20004363	adult CB0625 neuron	
36384	ER1_b	CX	cb_intrinsic				ER1_b	ER1				FBbt:00003650	adult ellipsoid body ring neuron R1	
513683	CL160		cb_intrinsic				CL160	CL160				FBbt:20000865	adult clamp neuron 160	
164582	CB2152		cb_intrinsic					CB2152				FBbt:20005728	adult CB2152 neuron	
20777	PS029		cb_intrinsic				PS029	PS029				FBbt:20001784	adult posterior slope neuron 029	
39693	CB2494		cb_intrinsic				PLP107,PLP110	CB2494				FBbt:20006041	adult CB2494 neuron	
72695	KCg-m	Kenyon_Cell	cb_intrinsic				KCg-m	KCg-m				FBbt:00111061	gamma main Kenyon cell	
56496	LHAV2b10		cb_intrinsic				LHAV2b10	LHAV2b10				FBbt:00051635	adult lateral horn AV2b10 neuron	
